Geographic_Area_Name,zipCode,Median_number_of_rooms_2011,Median_number_of_rooms_2012,Median_number_of_rooms_2013,Median_number_of_rooms_2014,Median_number_of_rooms_2015,Median_number_of_rooms_2016,Median_number_of_rooms_2017,Median_number_of_rooms_2018,Median_number_of_rooms_2019,Median_number_of_rooms_2020,Median_number_of_rooms_2021,Median_number_of_rooms_2022,Median_number_of_rooms_2023,Median_number_of_rooms_2024
ZCTA5 78019,78019,4.9,4.9,5.0,4.6,4.6,4.7,4.7,4.7,4.8,5.2,5.3,5.4,5.6,5.0
ZCTA5 78021,78021,6.1,4.4,4.1,3.5,3.5,4.2,4.4,4.0,4.1,3.8,2.0,2.1,7.1,6.4
ZCTA5 78022,78022,5.0,5.0,5.1,5.2,5.2,5.1,5.1,5.1,5.0,5.0,5.1,5.2,5.2,5.2
ZCTA5 78023,78023,7.1,7.3,7.1,7.3,7.2,7.3,7.4,7.5,7.5,7.6,7.3,7.3,7.4,7.3
ZCTA5 78024,78024,5.1,5.1,5.1,4.9,5.1,5.3,5.3,5.4,5.6,5.7,5.2,5.4,5.7,6.2
ZCTA5 78025,78025,5.0,5.1,5.1,5.2,5.3,5.1,5.2,5.3,5.3,5.2,5.6,5.7,5.7,5.6
ZCTA5 78026,78026,5.2,5.1,4.9,5.0,5.2,5.1,5.1,4.9,4.8,4.9,4.7,4.8,5.0,5.1
ZCTA5 78027,78027,4.2,5.5,4.8,5.6,5.2,5.7,5.4,7.2,6.8,6.2,4.5,4.4,6.4,4.2
ZCTA5 78028,78028,5.3,5.3,5.3,5.3,5.3,5.3,5.4,5.5,5.4,5.4,5.4,5.4,5.3,5.4
ZCTA5 78029,78029,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 78039,78039,5.2,5.5,5.2,5.1,5.3,5.4,5.3,5.3,6.1,6.6,6.4,6.5,6.4,5.9
ZCTA5 78040,78040,4.4,4.4,4.3,4.4,4.4,4.4,4.4,4.4,4.5,4.5,4.6,4.7,4.7,4.6
ZCTA5 78041,78041,4.9,4.9,4.9,4.9,4.9,5.0,5.1,5.1,5.1,5.0,5.0,4.9,5.0,4.9
ZCTA5 78043,78043,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,4.9,4.9,4.9,4.9,5.0
ZCTA5 78044,78044,4.3,3.7,4.2,4.2,4.0,4.5,4.6,4.4,4.5,3.5,3.4,3.4,3.2,3.1
ZCTA5 78045,78045,5.6,5.6,5.5,5.5,5.5,5.5,5.6,5.6,5.5,5.6,5.6,5.5,5.5,5.5
ZCTA5 78046,78046,5.0,5.0,5.0,5.0,5.0,5.1,5.1,5.1,5.3,5.3,5.3,5.4,5.4,5.3
ZCTA5 78050,78050,4.3,4.3,4.1,4.2,4.3,4.5,4.7,5.2,4.8,4.8,4.8,4.9,4.8,4.9
ZCTA5 78052,78052,5.5,5.5,5.6,5.3,5.2,5.3,5.3,5.4,5.5,5.7,5.6,5.5,5.6,5.6
ZCTA5 78055,78055,5.1,5.0,4.9,4.7,4.7,4.8,4.9,5.0,5.3,5.2,5.1,5.2,4.9,4.6
ZCTA5 78056,78056,5.8,6.1,6.4,6.5,6.6,6.7,6.4,6.4,6.4,6.4,6.0,6.0,6.3,6.3
ZCTA5 78057,78057,6.1,6.1,6.2,5.6,5.8,5.1,4.9,5.0,4.9,4.3,4.0,4.4,4.5,4.3
ZCTA5 78058,78058,4.9,4.8,4.4,4.1,4.6,4.9,5.1,5.3,5.6,5.4,5.4,5.4,5.2,5.2
ZCTA5 78059,78059,5.2,5.5,5.5,5.4,5.3,5.4,5.5,5.5,5.8,5.7,5.5,5.5,5.4,5.3
ZCTA5 78060,78060,-,-,-,-,-,-,-,-,-,-,,,,
ZCTA5 78061,78061,5.1,5.1,5.1,5.0,5.0,5.0,5.1,5.2,5.2,5.4,5.2,5.2,5.3,5.3
ZCTA5 78062,78062,,,,,,,,,,,-,-,-,-
ZCTA5 78063,78063,5.2,5.2,5.2,5.1,5.3,5.3,5.4,5.5,5.6,5.5,5.4,5.5,5.4,5.4
ZCTA5 78064,78064,5.3,5.3,5.2,5.3,5.4,5.3,5.5,5.4,5.4,5.3,5.2,5.1,5.1,5.2
ZCTA5 78065,78065,5.2,5.2,5.2,5.0,5.1,5.0,5.0,5.0,5.0,4.8,5.1,5.1,5.1,5.3
ZCTA5 78066,78066,4.5,5.9,5.1,4.5,6.3,6.1,6.4,5.9,5.4,5.3,5.2,5.1,5.3,6.8
ZCTA5 78067,78067,4.2,4.1,5.0,5.0,5.2,5.4,5.3,4.9,5.6,5.1,5.0,5.2,5.3,5.1
ZCTA5 78069,78069,4.9,4.8,4.5,4.4,4.5,4.6,4.9,5.0,5.0,5.4,5.4,5.5,5.6,6.0
ZCTA5 78070,78070,6.4,6.4,6.3,6.2,6.2,6.2,6.4,6.4,6.6,6.6,6.7,6.6,6.4,6.4
ZCTA5 78071,78071,5.1,5.1,5.1,5.0,5.0,5.0,5.0,4.9,4.8,4.9,4.8,4.8,4.5,4.5
ZCTA5 78072,78072,4.9,5.1,5.0,4.9,4.9,4.7,4.7,5.0,5.1,5.0,5.1,5.3,5.6,5.4
ZCTA5 78073,78073,5.3,5.4,5.4,5.4,5.5,5.3,5.3,5.4,5.4,5.5,5.5,5.5,5.5,5.4
ZCTA5 78074,78074,,,,,,,,,,,-,-,-,-
ZCTA5 78075,78075,4.0,3.5,3.8,4.0,3.3,4.2,5.5,5.6,5.2,5.1,5.2,4.9,5.5,6.2
ZCTA5 78076,78076,4.4,4.5,4.6,4.5,4.7,4.5,4.4,4.3,4.3,4.4,4.4,4.5,4.5,4.6
ZCTA5 78101,78101,6.0,6.1,6.3,6.2,6.2,6.2,6.0,5.9,5.8,6.0,6.2,6.0,6.0,6.2
ZCTA5 78102,78102,5.1,5.1,5.1,5.1,5.1,5.1,5.2,5.2,5.1,5.1,5.2,5.3,5.4,5.4
ZCTA5 78104,78104,4.1,4.2,4.2,4.2,4.2,4.8,5.0,4.9,4.8,4.8,5.0,5.1,5.1,-
ZCTA5 78107,78107,5.3,6.8,6.6,6.2,6.1,5.7,5.3,4.9,4.9,5.0,3.8,3.7,4.0,3.9
ZCTA5 78108,78108,6.8,6.8,6.9,7.0,7.1,7.0,7.0,7.1,7.0,7.0,7.0,6.8,6.9,6.8
ZCTA5 78109,78109,5.9,6.0,5.9,6.0,6.0,6.0,6.0,6.1,6.2,6.1,6.1,6.1,6.0,5.9
ZCTA5 78111,78111,,,,,,,,,,,-,-,-,-
ZCTA5 78112,78112,5.3,5.3,5.3,5.3,5.2,5.2,5.2,5.2,5.3,5.5,5.6,5.7,5.6,5.6
ZCTA5 78113,78113,5.5,5.5,5.4,5.5,5.4,5.4,5.4,5.4,5.3,5.3,5.4,5.5,5.6,5.7
ZCTA5 78114,78114,5.6,5.6,5.6,5.7,5.7,5.7,5.6,5.5,5.6,5.7,5.7,5.8,5.9,5.9
ZCTA5 78116,78116,5.4,5.8,5.2,5.2,4.7,4.9,4.9,5.3,5.7,5.3,5.0,5.3,5.1,5.0
ZCTA5 78117,78117,5.9,5.7,5.4,5.3,5.5,5.4,5.6,5.5,5.3,4.9,4.7,5.0,5.1,5.3
ZCTA5 78118,78118,5.2,5.2,5.0,4.9,4.8,4.9,5.0,5.1,5.2,5.2,4.9,5.0,5.3,5.2
ZCTA5 78119,78119,5.1,5.3,5.1,5.2,5.0,5.0,4.9,4.8,4.7,4.9,4.8,4.9,4.8,5.1
ZCTA5 78121,78121,6.0,6.0,5.8,5.8,5.8,5.8,6.0,6.1,6.2,6.1,6.2,6.1,6.2,6.3
ZCTA5 78122,78122,4.8,5.0,4.7,4.4,4.7,5.4,4.4,4.9,5.6,5.4,5.7,5.9,4.3,4.4
ZCTA5 78123,78123,5.2,5.2,5.2,5.1,5.2,5.3,5.2,5.2,5.4,5.4,5.6,5.7,5.9,6.1
ZCTA5 78124,78124,5.4,5.6,5.6,5.8,5.9,6.0,5.9,6.0,5.9,5.8,5.8,5.9,5.9,5.9
ZCTA5 78125,78125,4.7,4.7,4.9,5.2,5.0,5.2,5.3,5.2,5.2,5.4,5.5,5.3,4.8,4.7
ZCTA5 78130,78130,5.3,5.3,5.3,5.3,5.4,5.4,5.3,5.3,5.3,5.3,5.4,5.5,5.5,5.4
ZCTA5 78132,78132,6.4,6.6,6.7,6.7,6.6,6.7,6.8,6.8,6.9,6.8,6.9,6.8,6.9,6.9
ZCTA5 78133,78133,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.4,5.5,5.4,5.3,5.4,5.4
ZCTA5 78140,78140,4.3,4.1,4.4,4.4,4.4,4.5,4.7,4.6,4.7,4.9,4.9,5.0,5.1,5.2
ZCTA5 78141,78141,5.1,5.2,5.2,5.6,5.7,5.4,5.3,5.5,5.4,5.4,5.5,5.4,5.4,5.3
ZCTA5 78142,78142,5.2,5.0,6.2,6.2,6.3,6.5,6.6,5.5,5.1,4.7,4.8,4.6,4.4,-
ZCTA5 78143,78143,-,6.7,5.0,6.8,5.3,5.4,5.4,8.3,6.2,6.2,6.0,5.9,5.9,-
ZCTA5 78144,78144,-,-,-,9.0+,7.3,9.0+,7.3,7.4,-,-,-,-,-,-
ZCTA5 78145,78145,6.5,6.6,5.5,5.3,5.3,5.3,5.3,5.4,5.3,5.2,5.1,5.1,5.1,5.6
ZCTA5 78146,78146,5.5,5.5,5.5,5.4,5.5,5.2,5.3,5.2,5.5,5.7,5.8,6.0,6.4,6.5
ZCTA5 78147,78147,5.3,5.2,5.1,5.1,5.2,5.2,5.0,5.1,5.1,4.9,4.8,5.0,5.0,5.2
ZCTA5 78148,78148,5.6,5.6,5.7,5.7,5.6,5.7,5.7,5.8,5.7,5.6,5.7,5.6,5.6,5.4
ZCTA5 78150,78150,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 78151,78151,4.8,4.9,4.8,4.8,4.8,4.8,4.7,4.8,4.8,4.7,4.7,4.5,4.6,4.3
ZCTA5 78152,78152,5.8,5.8,5.9,5.8,5.9,5.9,5.9,6.0,6.0,5.9,6.0,6.0,6.1,5.9
ZCTA5 78154,78154,6.2,6.2,6.1,6.1,6.0,6.1,6.1,6.1,6.1,6.2,6.3,6.4,6.2,6.3
ZCTA5 78155,78155,5.3,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.4,5.4
ZCTA5 78159,78159,4.4,4.5,4.4,4.5,4.8,4.8,4.7,4.8,4.9,4.7,4.9,5.1,5.1,5.3
ZCTA5 78160,78160,5.2,5.2,5.3,5.3,5.2,5.2,5.2,5.2,5.2,5.5,5.5,5.5,5.6,5.6
ZCTA5 78161,78161,5.5,5.6,5.4,4.8,4.8,4.9,5.1,5.1,6.5,6.8,5.9,5.6,6.2,6.4
ZCTA5 78162,78162,5.1,5.0,5.1,5.3,5.2,5.4,5.8,5.9,5.2,5.9,5.8,5.6,5.8,6.0
ZCTA5 78163,78163,6.5,6.6,6.7,6.8,7.0,6.9,7.0,7.0,7.1,6.9,7.2,7.3,6.8,6.6
ZCTA5 78164,78164,5.2,5.2,5.3,5.4,5.4,5.3,5.3,5.3,5.3,5.6,5.8,5.8,5.9,6.0
ZCTA5 78201,78201,4.9,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.8
ZCTA5 78202,78202,4.9,4.9,4.8,4.8,4.9,5.0,5.0,5.1,5.0,5.0,4.8,4.7,4.7,4.8
ZCTA5 78203,78203,5.2,5.3,5.1,5.0,5.0,4.8,4.9,5.0,5.1,5.0,5.0,4.9,4.8,4.7
ZCTA5 78204,78204,5.0,4.9,4.8,4.8,4.8,4.7,4.8,4.8,4.7,4.5,4.3,4.1,4.0,4.0
ZCTA5 78205,78205,2.7,2.2,2.5,2.4,2.5,2.2,2.4,2.5,2.7,2.9,2.9,2.9,2.9,2.8
ZCTA5 78207,78207,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.6,4.7,4.6,4.5,4.4,4.4,4.4
ZCTA5 78208,78208,4.2,4.3,4.3,4.4,4.4,4.4,4.4,4.4,4.3,4.2,4.3,4.2,4.0,4.1
ZCTA5 78209,78209,5.2,5.2,5.2,5.2,5.3,5.3,5.3,5.3,5.2,5.0,4.8,4.8,4.7,4.7
ZCTA5 78210,78210,5.1,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.1,5.1,5.0,4.9,5.0,5.0
ZCTA5 78211,78211,5.2,5.2,5.2,5.1,5.0,5.0,4.9,5.0,4.9,5.0,5.0,5.0,4.9,4.9
ZCTA5 78212,78212,4.5,4.7,4.6,4.6,4.7,4.7,4.7,4.8,4.7,4.5,4.5,4.5,4.5,4.4
ZCTA5 78213,78213,4.9,5.0,5.0,4.9,4.9,4.8,4.8,4.9,4.8,4.8,4.8,4.8,4.8,4.8
ZCTA5 78214,78214,4.9,4.9,4.7,4.7,4.8,4.9,5.0,5.0,5.0,5.0,5.0,5.0,5.1,5.0
ZCTA5 78215,78215,3.9,3.2,2.8,3.1,3.0,3.0,3.0,3.0,2.9,2.8,2.8,2.8,2.5,2.6
ZCTA5 78216,78216,4.2,4.2,4.2,4.2,4.3,4.3,4.2,4.3,4.3,4.3,4.2,4.3,4.3,4.3
ZCTA5 78217,78217,4.8,4.8,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.6,4.6,4.7,4.7,4.7
ZCTA5 78218,78218,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.1,5.1,5.1,5.0
ZCTA5 78219,78219,5.1,5.1,5.2,5.2,5.3,5.2,5.3,5.3,5.3,5.4,5.4,5.4,5.4,5.2
ZCTA5 78220,78220,5.4,5.4,5.4,5.4,5.3,5.4,5.5,5.5,5.5,5.5,5.4,5.4,5.1,5.1
ZCTA5 78221,78221,5.2,5.1,5.2,5.2,5.1,5.1,5.1,5.1,5.1,5.2,5.3,5.3,5.4,5.3
ZCTA5 78222,78222,5.4,5.5,5.5,5.4,5.4,5.4,5.5,5.5,5.5,5.5,5.4,5.4,5.3,5.5
ZCTA5 78223,78223,5.0,5.1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,5.1,5.1
ZCTA5 78224,78224,5.3,5.4,5.2,5.2,5.2,5.2,5.2,5.4,5.4,5.4,5.4,5.4,5.4,5.2
ZCTA5 78225,78225,5.1,5.1,5.1,5.0,5.0,5.0,5.1,5.1,5.2,5.3,5.2,5.2,5.2,5.2
ZCTA5 78226,78226,4.7,4.7,4.6,4.5,4.4,4.5,4.6,4.8,4.8,4.8,4.8,4.8,4.6,4.5
ZCTA5 78227,78227,5.1,5.1,5.1,5.0,5.1,5.2,5.2,5.2,5.2,5.3,5.2,5.2,5.2,5.2
ZCTA5 78228,78228,5.1,5.0,5.0,5.0,5.1,5.1,5.2,5.2,5.2,5.1,5.1,5.1,5.1,5.2
ZCTA5 78229,78229,3.8,3.8,3.8,3.8,3.7,3.8,3.8,3.7,3.7,3.8,3.7,3.7,3.7,3.7
ZCTA5 78230,78230,5.3,5.2,5.2,5.1,4.9,4.9,4.9,4.9,5.0,5.3,5.1,5.1,5.1,5.1
ZCTA5 78231,78231,6.6,6.6,6.6,6.7,6.7,6.6,6.5,6.8,6.5,6.3,6.3,6.2,6.0,5.9
ZCTA5 78232,78232,5.8,5.8,5.6,5.6,5.7,5.7,5.7,5.7,5.7,5.7,5.8,5.8,5.7,5.6
ZCTA5 78233,78233,5.5,5.4,5.5,5.5,5.6,5.6,5.6,5.6,5.5,5.6,5.6,5.6,5.6,5.5
ZCTA5 78234,78234,6.0,6.2,6.2,6.4,6.4,6.5,6.1,6.2,6.0,6.3,6.1,6.2,6.3,6.7
ZCTA5 78235,78235,5.0,5.0,5.0,4.6,4.7,4.6,4.5,3.7,3.2,3.1,3.1,2.9,3.1,3.0
ZCTA5 78236,78236,5.6,5.8,5.6,5.7,5.7,5.7,5.9,5.4,5.9,5.3,5.4,5.4,5.5,5.5
ZCTA5 78237,78237,5.0,5.0,5.0,5.0,5.0,5.0,5.1,5.0,5.0,5.0,5.0,4.9,4.9,4.8
ZCTA5 78238,78238,5.0,5.0,4.8,4.9,4.9,4.9,5.0,5.1,5.2,5.3,5.2,5.0,4.9,4.8
ZCTA5 78239,78239,6.0,6.0,5.9,5.9,5.9,6.0,6.0,6.1,6.1,6.1,6.0,6.0,6.0,6.1
ZCTA5 78240,78240,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.4,4.5,4.5,4.5,4.4,4.4,4.3
ZCTA5 78242,78242,5.3,5.3,5.3,5.3,5.2,5.2,5.2,5.2,5.1,5.2,5.1,5.1,5.1,5.1
ZCTA5 78243,78243,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 78244,78244,5.9,6.0,6.0,5.9,5.9,5.9,5.9,5.9,5.9,5.8,5.8,5.9,5.8,5.8
ZCTA5 78245,78245,5.7,5.7,5.7,5.7,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.7
ZCTA5 78247,78247,6.0,6.0,6.0,6.1,6.1,6.1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.9
ZCTA5 78248,78248,6.9,7.0,6.9,6.9,6.9,6.9,7.0,7.1,7.2,7.2,7.1,7.1,7.0,6.9
ZCTA5 78249,78249,5.7,5.6,5.6,5.5,5.4,5.4,5.3,5.3,5.2,5.2,5.2,5.2,5.3,5.3
ZCTA5 78250,78250,5.8,5.8,5.7,5.7,5.8,5.8,5.8,5.9,6.0,6.0,5.9,5.9,5.8,5.8
ZCTA5 78251,78251,5.5,5.6,5.4,5.5,5.5,5.5,5.5,5.4,5.4,5.4,5.3,5.2,5.2,5.1
ZCTA5 78252,78252,5.2,5.1,5.2,5.2,5.3,5.3,5.3,5.4,5.4,5.5,5.7,6.0,5.9,5.8
ZCTA5 78253,78253,6.9,6.8,6.9,6.8,6.7,6.8,6.7,6.8,6.8,6.8,6.6,6.6,6.4,6.3
ZCTA5 78254,78254,6.3,6.3,6.3,6.3,6.2,6.2,6.3,6.3,6.3,6.3,6.4,6.4,6.5,6.5
ZCTA5 78255,78255,7.3,7.2,7.3,7.2,7.3,7.2,7.3,7.3,7.3,7.6,7.7,7.7,7.8,7.7
ZCTA5 78256,78256,6.3,6.1,5.7,5.4,5.1,5.2,4.8,5.1,4.1,3.7,3.5,3.9,4.1,4.3
ZCTA5 78257,78257,6.6,6.4,7.1,7.2,7.0,6.6,6.5,6.2,5.1,4.8,4.0,3.7,3.6,3.4
ZCTA5 78258,78258,7.2,7.2,7.2,7.2,7.1,6.9,6.8,6.9,7.1,6.9,6.8,6.7,6.6,6.2
ZCTA5 78259,78259,7.0,7.0,6.8,6.9,6.8,6.7,6.6,6.7,6.6,6.6,6.5,6.6,6.4,6.2
ZCTA5 78260,78260,7.2,7.2,7.3,7.2,7.3,7.4,7.5,7.5,7.6,7.6,7.3,7.3,7.3,7.2
ZCTA5 78261,78261,7.4,7.4,7.0,7.0,7.2,7.0,7.1,7.2,7.4,7.0,7.3,7.2,7.3,6.9
ZCTA5 78263,78263,6.3,6.4,6.6,6.5,6.4,6.4,6.5,6.3,6.4,6.4,6.4,6.1,6.0,5.6
ZCTA5 78264,78264,5.0,5.1,5.0,5.2,5.0,5.2,5.3,5.4,5.2,5.4,5.4,5.4,5.5,5.4
ZCTA5 78266,78266,7.7,7.9,8.0,8.0,7.9,7.7,7.7,7.7,7.5,7.3,7.2,7.2,7.4,8.0
ZCTA5 78330,78330,5.6,5.5,5.5,5.4,5.5,5.4,5.6,5.5,5.4,5.4,5.4,5.3,5.4,5.4
ZCTA5 78332,78332,5.1,5.1,5.1,5.1,5.1,5.2,5.1,5.1,5.1,5.2,5.2,5.3,5.3,5.4
ZCTA5 78335,78335,-,-,-,-,-,-,-,-,-,-,,,,
ZCTA5 78336,78336,4.9,4.8,4.8,4.9,4.9,4.8,4.7,4.7,4.6,4.7,4.7,4.9,4.9,5.0
ZCTA5 78338,78338,2.4,2.1,2.5,3.6,3.4,3.1,4.0,3.5,3.4,-,-,-,-,-
ZCTA5 78339,78339,5.2,5.1,5.4,4.9,4.6,4.6,4.5,4.3,4.3,4.7,4.6,4.4,4.2,5.1
ZCTA5 78340,78340,4.4,4.4,4.3,4.4,4.6,4.9,4.9,5.1,5.2,4.8,4.7,4.3,4.3,4.4
ZCTA5 78341,78341,5.0,5.1,5.1,5.1,5.0,4.9,4.8,4.8,4.8,5.0,5.0,5.0,4.8,4.7
ZCTA5 78342,78342,5.0,5.4,5.7,5.7,5.7,5.7,5.7,5.5,5.4,5.6,4.9,4.9,5.0,5.3
ZCTA5 78343,78343,5.5,5.4,5.3,5.3,5.4,5.2,5.2,5.3,5.3,5.3,5.3,5.4,5.5,5.6
ZCTA5 78344,78344,4.9,5.2,5.2,5.5,5.6,5.9,5.9,5.8,5.9,6.0,5.6,5.6,5.6,5.3
ZCTA5 78347,78347,,,,,,,,,,,-,-,-,-
ZCTA5 78349,78349,4.8,4.3,4.1,4.1,4.4,4.3,4.7,5.2,5.3,4.9,5.6,5.2,5.1,4.8
ZCTA5 78351,78351,4.9,5.0,4.9,4.8,4.9,4.9,5.0,5.0,4.9,4.9,4.9,4.8,4.8,4.8
ZCTA5 78352,78352,4.5,4.2,4.3,4.4,4.5,5.0,5.2,5.7,5.7,5.7,5.7,6.0,5.7,-
ZCTA5 78353,78353,4.8,4.9,4.4,4.1,3.8,3.9,3.9,4.0,4.6,5.1,5.0,5.1,4.8,4.8
ZCTA5 78355,78355,4.9,5.0,4.9,4.8,4.9,4.9,4.9,5.0,5.0,5.2,5.1,5.0,4.6,4.5
ZCTA5 78357,78357,5.1,5.1,5.2,5.2,5.1,5.0,5.0,5.0,5.1,5.1,5.2,5.1,5.3,5.3
ZCTA5 78358,78358,3.9,4.0,3.8,3.9,3.9,3.8,3.9,4.5,4.4,4.8,5.5,5.8,5.1,5.2
ZCTA5 78359,78359,4.9,5.0,4.9,5.0,4.9,5.0,5.0,5.1,5.1,5.1,5.1,5.2,5.2,5.3
ZCTA5 78360,78360,,,,,,,,,,,-,-,5.3,-
ZCTA5 78361,78361,4.9,5.1,5.0,5.2,5.0,5.0,4.9,4.9,5.0,5.0,5.1,4.9,4.9,4.5
ZCTA5 78362,78362,5.1,5.0,5.1,5.1,5.1,5.3,5.2,5.2,5.3,5.2,5.1,5.0,5.1,5.0
ZCTA5 78363,78363,5.1,5.2,5.2,5.2,5.2,5.1,5.1,5.0,5.0,5.1,5.1,5.1,5.0,5.0
ZCTA5 78368,78368,4.7,4.9,4.9,5.0,5.0,5.0,5.0,5.0,5.0,5.1,5.1,5.1,5.0,5.1
ZCTA5 78369,78369,5.0,4.9,5.1,5.3,5.4,5.4,5.4,5.0,4.8,4.8,4.8,4.8,5.0,5.1
ZCTA5 78370,78370,5.3,5.1,5.2,5.2,5.3,5.2,5.3,5.3,5.5,5.6,5.7,5.8,5.7,5.6
ZCTA5 78371,78371,4.4,4.5,4.7,4.6,4.8,4.7,4.7,4.8,5.0,4.4,4.9,4.9,4.9,4.4
ZCTA5 78372,78372,5.2,5.3,5.2,5.2,5.2,5.3,5.1,5.1,5.1,5.3,5.4,5.3,5.3,5.5
ZCTA5 78373,78373,4.1,4.2,4.2,4.2,4.2,4.3,4.2,4.3,4.3,4.4,4.4,4.6,4.6,4.7
ZCTA5 78374,78374,5.5,5.5,5.6,5.7,5.7,5.5,5.6,5.7,5.7,5.7,5.8,5.8,5.6,5.5
ZCTA5 78375,78375,5.2,5.0,5.0,5.0,5.2,5.1,5.3,5.2,5.0,4.9,4.9,4.8,4.8,4.8
ZCTA5 78376,78376,5.0,4.9,5.1,5.2,5.1,5.4,5.2,4.8,4.8,4.4,4.4,4.1,4.3,4.2
ZCTA5 78377,78377,5.3,5.4,5.2,5.2,5.2,5.2,5.4,5.5,5.7,5.7,5.6,5.2,5.2,5.3
ZCTA5 78379,78379,4.6,4.5,4.8,5.1,5.1,5.1,5.0,5.0,5.0,4.8,5.2,5.1,5.0,5.0
ZCTA5 78380,78380,5.2,5.3,5.2,5.2,5.2,5.2,5.1,5.1,5.2,5.3,5.2,5.2,5.1,5.2
ZCTA5 78382,78382,4.9,4.9,4.9,4.8,4.8,4.9,4.8,4.8,4.8,4.8,4.8,4.9,5.0,5.1
ZCTA5 78383,78383,4.9,5.0,5.2,5.3,5.2,5.1,5.3,5.3,5.1,5.4,5.5,5.2,5.4,5.6
ZCTA5 78384,78384,4.9,4.8,4.7,4.7,4.8,5.0,5.0,5.1,5.1,5.2,5.2,5.4,5.2,5.2
ZCTA5 78385,78385,4.2,4.1,4.3,4.4,4.4,4.2,4.3,4.7,4.7,4.5,4.6,4.6,4.6,4.4
ZCTA5 78387,78387,4.9,5.0,5.0,5.1,5.1,5.2,5.1,5.1,5.1,5.2,5.2,5.1,5.0,5.1
ZCTA5 78389,78389,5.0,5.2,4.9,5.0,5.0,5.1,5.0,4.9,4.9,5.1,5.0,5.1,4.9,5.1
ZCTA5 78390,78390,5.1,5.2,5.2,5.4,5.4,5.3,5.3,5.3,5.2,5.4,5.5,5.6,5.8,5.8
ZCTA5 78391,78391,5.1,4.9,5.0,5.2,5.2,5.2,5.2,5.2,5.4,5.4,5.1,5.2,5.6,5.4
ZCTA5 78393,78393,5.3,5.2,5.4,5.5,5.3,5.4,5.4,5.3,5.3,5.3,5.1,5.0,4.9,4.7
ZCTA5 78401,78401,3.6,3.5,3.3,3.1,3.2,3.3,3.3,3.5,3.5,3.5,3.5,3.7,3.6,3.7
ZCTA5 78402,78402,3.8,3.5,3.3,3.5,3.4,3.6,3.6,4.0,3.9,4.0,3.9,3.8,3.8,3.8
ZCTA5 78404,78404,5.1,5.0,5.0,4.9,4.8,4.7,4.7,4.7,4.7,4.8,4.9,4.9,4.9,5.0
ZCTA5 78405,78405,4.6,4.7,4.6,4.6,4.5,4.4,4.3,4.3,4.2,4.4,4.4,4.4,4.5,4.6
ZCTA5 78406,78406,5.1,5.0,5.0,5.0,5.1,5.2,5.2,5.2,5.2,5.3,5.1,5.1,5.1,5.0
ZCTA5 78407,78407,5.0,5.0,5.0,4.9,4.7,4.6,4.7,4.7,4.4,4.5,4.9,4.8,4.9,5.0
ZCTA5 78408,78408,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.4,4.4,4.3,4.3,4.3,4.3,4.3
ZCTA5 78409,78409,5.1,5.4,5.3,5.2,5.0,4.9,4.7,4.6,4.7,4.6,4.8,4.9,4.9,5.1
ZCTA5 78410,78410,5.3,5.4,5.3,5.4,5.3,5.3,5.3,5.3,5.2,5.3,5.3,5.2,5.2,5.2
ZCTA5 78411,78411,5.2,5.2,5.2,5.3,5.3,5.2,5.2,5.2,5.2,5.3,5.3,5.3,5.3,5.2
ZCTA5 78412,78412,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.7,4.8,4.7,4.7,4.7
ZCTA5 78413,78413,5.2,5.1,5.2,5.1,5.2,5.2,5.3,5.3,5.3,5.3,5.3,5.2,5.2,5.3
ZCTA5 78414,78414,5.7,5.7,5.7,5.7,5.6,5.6,5.5,5.4,5.3,5.3,5.2,5.2,5.2,5.2
ZCTA5 78415,78415,5.1,5.1,5.0,5.1,5.1,5.0,5.0,5.0,4.9,5.0,5.0,5.0,5.0,5.1
ZCTA5 78416,78416,5.1,5.1,5.2,5.2,5.1,5.0,5.0,5.0,4.9,5.0,4.9,5.0,5.0,5.1
ZCTA5 78417,78417,5.2,5.3,5.1,5.1,5.1,5.0,4.9,4.9,5.0,5.1,5.0,5.1,5.1,5.0
ZCTA5 78418,78418,5.0,5.0,5.0,5.0,5.0,4.9,4.9,5.0,5.0,5.0,5.0,4.9,5.0,4.9
