Geographic_Area_Name,zipCode,Median_value_2011,Median_value_2012,Median_value_2013,Median_value_2014,Median_value_2015,Median_value_2016,Median_value_2017,Median_value_2018,Median_value_2019,Median_value_2020,Median_value_2021,Median_value_2022,Median_value_2023,Median_value_2024
ZCTA5 01810,01810,546800,546500,543900,553800,567100,580000,603700,608400,620500,637600,664500,756600,813800,855600
ZCTA5 01821,01821,351700,341700,338000,340700,349800,358300,371500,386400,408600,421700,444300,532600,581300,615100
ZCTA5 01824,01824,364200,357200,352100,357800,364900,373200,386800,405900,427200,450800,467700,547800,590900,619700
ZCTA5 01826,01826,295300,289100,284600,285000,289000,291300,305100,316900,332900,340600,358200,424200,466200,473800
ZCTA5 01827,01827,456100,436700,437200,431400,435500,436600,460600,465400,470900,499200,539900,592100,624300,674000
ZCTA5 01830,01830,284700,273600,266400,268900,268500,271100,281500,294900,310700,327000,348100,400300,436400,467000
ZCTA5 01832,01832,264200,250000,236800,240700,239700,253900,264700,279300,295100,316000,350200,390400,410300,429000
ZCTA5 01833,01833,436800,405200,395700,408900,407900,409200,431700,458400,460400,461400,476800,566600,614700,653500
ZCTA5 01834,01834,366300,356600,354200,352800,361400,372600,381100,390700,406700,409600,409300,483700,571900,610900
ZCTA5 01835,01835,280000,271200,266300,257200,260800,267300,270200,276900,293600,311500,341000,415400,431400,468800
ZCTA5 01840,01840,175900,179000,302800,163800,108000,108600,97700,103000,151900,120200,-,-,-,-
ZCTA5 01841,01841,236400,226700,212800,208200,219100,236700,243800,261800,283500,289500,313500,372500,393800,403400
ZCTA5 01843,01843,248300,234700,220000,216000,222200,227600,238700,255300,265400,276100,308800,368600,393700,429100
ZCTA5 01844,01844,295100,284200,278900,279100,282500,293600,304900,324300,333200,350100,371300,439600,471900,499800
ZCTA5 01845,01845,434000,436000,437900,436000,442400,448300,457800,484500,505400,523200,547300,621100,670000,732900
ZCTA5 01850,01850,215700,210300,206300,207100,209300,206700,209100,217500,241400,265700,310300,345000,367200,390800
ZCTA5 01851,01851,255900,247600,243800,241200,245400,243900,252100,263600,277700,302500,337300,398900,432100,467000
ZCTA5 01852,01852,247800,238800,236000,234800,242300,244100,254000,263700,280700,292000,307300,366200,397200,424300
ZCTA5 01854,01854,235900,229500,218300,218000,216600,224900,227900,239900,254300,259600,287100,331300,360500,412000
ZCTA5 01860,01860,326000,317600,308600,303300,310400,322100,335300,340300,362600,384800,432800,462900,531300,553400
ZCTA5 01862,01862,340200,332100,331000,335600,338900,355500,365400,371700,386200,404700,426500,476400,503600,586200
ZCTA5 01863,01863,298700,300200,289400,282800,274200,303300,313200,315200,334800,355400,372400,427300,477900,491600
ZCTA5 01864,01864,443300,422100,429100,429600,439500,452300,469200,497600,536700,578100,601300,664900,680000,710500
ZCTA5 01867,01867,448500,443700,438100,447700,455500,473300,491200,534100,562800,594000,630000,713200,741100,809000
ZCTA5 01876,01876,348000,335400,330700,328800,331700,346300,359400,370500,389300,421700,447800,507000,546600,577000
ZCTA5 01879,01879,366000,359100,344700,343600,341200,344000,349100,368500,388400,417200,442000,487800,533300,552500
ZCTA5 01880,01880,406900,405600,407800,406600,413700,433000,448000,470900,505800,557800,585400,646400,670100,723500
ZCTA5 01886,01886,457200,444800,448100,454900,465100,468500,485600,530400,531300,556100,590800,672200,689400,748500
ZCTA5 01887,01887,389200,378900,375000,374700,378600,390800,422800,447300,473800,495500,542600,614500,646200,680500
ZCTA5 01890,01890,690600,691300,676800,699600,738200,796500,842300,893700,943800,968000,1001300,1149600,1181700,1215200
ZCTA5 01901,01901,207500,144500,139900,140400,177100,231700,286200,297400,315600,281100,277900,286000,343200,-
ZCTA5 01902,01902,259400,250000,237400,233600,238900,243500,253800,272500,298400,338200,358900,419800,456000,478000
ZCTA5 01904,01904,287600,279700,274000,271000,277600,294000,316900,337700,366100,390300,423200,473700,515100,560500
ZCTA5 01905,01905,255200,251300,252000,247100,246000,250600,266900,278600,294700,334600,363200,429100,443200,499200
ZCTA5 01906,01906,360200,355200,342700,341600,345700,352700,361600,374500,395000,433200,468300,543300,589500,603400
ZCTA5 01907,01907,414500,412500,416000,423000,434900,447400,450600,455400,475500,505900,560500,645700,690800,771100
ZCTA5 01908,01908,554100,531400,492800,485500,498700,519100,548900,628200,625400,582600,601900,647800,686000,748800
ZCTA5 01913,01913,327200,323100,313200,311800,310700,308600,316500,326900,336200,351400,379900,435400,475400,519300
ZCTA5 01915,01915,368400,362200,361100,366500,369600,378100,392900,411700,437300,463000,480600,564200,619600,649700
ZCTA5 01921,01921,628400,598700,572900,578900,597800,607000,627900,662400,678700,673200,705300,810300,874900,904200
ZCTA5 01922,01922,451000,444100,438500,457900,451900,449100,456500,487800,511800,553700,608500,695800,727800,804900
ZCTA5 01923,01923,375800,367000,360800,359700,358000,369900,380600,395100,427400,451100,490200,589600,611200,644200
ZCTA5 01929,01929,515500,495800,516600,506200,524500,516800,585700,555900,574600,611700,647100,733400,828200,902000
ZCTA5 01930,01930,376400,374900,364600,362200,364000,370900,381000,395800,425400,435200,460400,535100,587800,600600
ZCTA5 01937,01937,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 01938,01938,447300,426500,409000,398200,412300,430400,452400,472800,485600,508200,545600,649100,701400,745400
ZCTA5 01940,01940,541400,534800,536600,540700,564700,580900,593300,633700,659800,699100,731400,851600,891100,905400
ZCTA5 01944,01944,807400,813800,801400,738300,768900,737100,763600,815700,852400,851800,881500,970200,932000,942000
ZCTA5 01945,01945,569600,564400,565200,552700,570900,593100,611100,632600,675400,705600,766100,857700,904700,942200
ZCTA5 01949,01949,443300,424300,407300,396100,410600,441900,461500,494900,555600,573100,625800,687900,713000,742700
ZCTA5 01950,01950,439100,430800,429000,435100,444200,461900,479100,514700,548400,608300,643300,737200,792400,834000
ZCTA5 01951,01951,481000,473200,469000,465600,475600,466300,474800,510100,522600,559900,625000,792700,808400,854700
ZCTA5 01952,01952,323200,324600,318900,315600,307900,319600,333900,353800,363200,368900,380900,436700,450100,478700
ZCTA5 01960,01960,351000,341500,333400,331900,336700,346300,356800,373100,387600,419800,441300,508600,566700,596700
ZCTA5 01965,01965,,,,,,,,,,,658600,652000,664500,662400
ZCTA5 01966,01966,471600,454200,452000,453600,450400,460800,471800,489200,536400,543200,573400,651200,692500,746100
ZCTA5 01969,01969,438900,432800,431000,419000,416300,420600,428200,436900,486100,498600,536800,610500,633900,667300
ZCTA5 01970,01970,320400,313200,304400,303100,308800,317400,331300,347200,367200,379400,396700,464600,497500,542900
ZCTA5 01982,01982,491900,498500,490400,482600,501200,516100,519200,552800,569100,565600,590200,650500,688500,720800
ZCTA5 01983,01983,549400,520000,515300,519400,529700,552900,566700,588500,598700,638100,652900,732700,810400,853400
ZCTA5 01984,01984,614300,586000,545400,508600,516600,534100,535800,579900,605100,638600,682600,805600,841800,885400
ZCTA5 01985,01985,488300,476100,445600,460900,479500,489300,490200,557800,570400,585900,603400,726300,765800,808200
ZCTA5 02019,02019,297900,284000,285900,281200,282700,283000,288900,291400,316200,325000,344600,395800,425900,450700
ZCTA5 02021,02021,432400,425400,425800,429100,425600,444700,460200,486400,510500,540500,560200,636800,665500,710600
ZCTA5 02025,02025,726600,761000,770800,748800,808600,847100,852300,861800,872100,867000,875000,1071800,1092500,1318900
ZCTA5 02026,02026,377700,374700,373700,377500,383700,394200,416300,445200,460900,482300,511000,601700,630400,661800
ZCTA5 02030,02030,917100,900100,909400,945100,976500,987300,1006800,1002500,1008600,993100,1042100,1152400,1285800,1340300
ZCTA5 02032,02032,460800,421100,421200,420600,413500,428900,461400,479000,488800,496600,558100,680700,673400,702300
ZCTA5 02035,02035,391900,381600,373600,381800,378200,380400,392800,411100,427500,451500,476000,546600,581900,606300
ZCTA5 02038,02038,396600,387100,380900,381600,386300,387900,403000,420000,432700,432800,450800,516500,567100,611700
ZCTA5 02043,02043,634800,637600,646700,649200,681100,683700,710700,742300,771600,842000,877400,978800,1075100,1134200
ZCTA5 02045,02045,358100,353400,350500,346500,348100,365800,377000,393700,406600,425900,454600,563700,606100,646000
ZCTA5 02047,02047,679200,-,-,-,-,-,-,-,744300,684200,666700,790600,695100,682700
ZCTA5 02048,02048,382400,372600,368100,373100,378900,378500,386800,394200,412300,420100,456300,540100,571000,603500
ZCTA5 02050,02050,416600,401900,406300,403200,398400,413600,433800,442900,461800,464200,489300,584500,622600,679700
ZCTA5 02052,02052,589300,574700,582800,583400,599400,617000,633500,646400,667500,701200,727200,836400,869400,911100
ZCTA5 02053,02053,380800,373800,364800,368000,373300,379200,383800,400700,413600,425800,453900,546700,588900,617300
ZCTA5 02054,02054,363600,366000,370100,373700,373500,368900,387100,398100,400200,446200,460400,504100,570300,603500
ZCTA5 02056,02056,463000,451400,443400,445900,451000,455100,469100,484900,506300,529300,563800,649800,694300,725200
ZCTA5 02061,02061,596600,576800,551500,554200,555500,559300,583300,615700,608300,628400,652300,736500,799600,865700
ZCTA5 02062,02062,385400,378900,375900,376800,383200,391600,402600,420300,439300,455300,482200,588100,613500,651700
ZCTA5 02066,02066,489400,479300,475500,483300,497800,507200,533700,566500,591300,607800,633500,724900,789500,850800
ZCTA5 02067,02067,461200,453900,443800,460100,462900,482900,516900,538700,559100,573800,608400,665000,697900,736100
ZCTA5 02071,02071,462700,504800,499300,489700,481300,452600,429100,406600,387500,515200,499700,484600,590300,651800
ZCTA5 02072,02072,324900,318700,315700,311200,313500,321500,323500,333700,348300,374300,392300,448900,496700,523800
ZCTA5 02081,02081,402100,397000,397400,409500,427400,437200,459200,471500,486000,506400,543800,623200,647200,687500
ZCTA5 02090,02090,621000,620400,607000,623300,631700,656200,662800,703000,713400,754800,804000,935200,985800,1041500
ZCTA5 02093,02093,418000,419500,406900,404400,411800,406400,421100,434900,443900,474900,484900,568900,599500,654900
ZCTA5 02108,02108,922900,"1,000,000+",724500,900600,973700,924000,1009200,1195400,1214500,1534500,"2,000,000+",1673800,1570400,1667600
ZCTA5 02109,02109,658200,649400,676700,687900,757600,779800,815600,852900,851100,786300,792500,1010200,1007200,958000
ZCTA5 02110,02110,732200,778300,724000,727900,740600,794700,891600,1059200,1147600,1123600,1142200,1162200,1104700,1177500
ZCTA5 02111,02111,596500,727300,691500,631600,634500,667600,694200,848800,873700,937300,887900,951800,953400,1033500
ZCTA5 02113,02113,478300,473600,449100,471900,472000,518300,548900,589900,617800,670200,655500,683300,693900,662000
ZCTA5 02114,02114,475700,459300,479500,562300,583600,630700,697400,693200,707400,725200,864000,938600,927900,924400
ZCTA5 02115,02115,604100,577700,611800,570600,567000,648300,660900,682200,860900,786800,931300,1000000,1015400,945100
ZCTA5 02116,02116,806000,752900,807600,867000,861100,875700,992100,1090500,1159700,1212700,1401900,1461100,1583500,1562500
ZCTA5 02118,02118,576500,568900,561100,587700,622300,681400,710700,804700,843500,920100,946500,1002700,1029100,1058200
ZCTA5 02119,02119,343500,324300,327900,316100,320700,346300,379300,392600,440800,489800,563200,603900,668900,688600
ZCTA5 02120,02120,308000,293300,272900,343600,346200,353100,413600,444600,444200,538100,602900,923300,941200,885900
ZCTA5 02121,02121,373800,336000,311700,317600,318700,369600,417500,455900,500100,536800,541900,517800,548100,590200
ZCTA5 02122,02122,342200,326200,320900,328700,332500,359500,398800,443900,476900,526200,551100,630300,656400,669900
ZCTA5 02124,02124,342800,321200,306500,300800,318300,338000,362500,385200,423600,451000,492900,570900,607200,650700
ZCTA5 02125,02125,329200,310700,301200,313900,332300,357800,375800,408900,468200,548700,578400,631900,645400,657100
ZCTA5 02126,02126,308100,296300,282700,281100,291600,306200,316300,349700,377700,405600,440800,475200,515000,542700
ZCTA5 02127,02127,391100,392600,398200,415600,435800,469800,533200,591000,644200,700100,719100,818200,858600,863700
ZCTA5 02128,02128,311700,300800,290200,294700,308800,332200,355800,401300,449000,528400,577600,653600,680000,668000
ZCTA5 02129,02129,479000,478200,489900,512100,545800,570600,622200,686700,734200,756200,799600,913500,926000,912000
ZCTA5 02130,02130,394400,389800,392800,409900,430100,457400,486400,515100,573400,632700,665100,729600,763700,822300
ZCTA5 02131,02131,358800,353600,355900,359700,367900,389400,414900,443700,466300,491500,517400,601100,634200,664700
ZCTA5 02132,02132,396100,396300,393100,410700,428000,444000,459400,491300,527800,579300,606600,692800,714000,746100
ZCTA5 02133,02133,,,,,,,,,,,-,-,-,-
ZCTA5 02134,02134,351300,354900,361900,381100,398700,438400,452900,486200,502600,522300,504800,602300,586700,657300
ZCTA5 02135,02135,366400,357300,350500,368700,406400,435700,465200,475500,512100,568700,587800,674500,684000,681200
ZCTA5 02136,02136,329000,317900,313400,317400,326900,340600,361100,381900,404100,428800,444500,543300,566300,578400
ZCTA5 02138,02138,682900,657100,669500,655400,679100,718100,748200,823400,881200,894700,938100,1053700,1088700,1212400
ZCTA5 02139,02139,485700,485700,488800,506600,537100,597600,644300,674600,727200,851300,902900,1027300,1066200,1087500
ZCTA5 02140,02140,562400,573900,542900,568300,587800,627300,671200,753100,776800,850000,889600,994800,1070200,1149800
ZCTA5 02141,02141,435700,436300,416800,431600,485100,548800,583300,637600,684200,720100,740100,883500,892600,868100
ZCTA5 02142,02142,"1,000,000+","1,000,000+","1,000,000+",878000,950000,878700,838000,932400,921400,948500,1362500,1566200,1726900,1954500
ZCTA5 02143,02143,450000,443600,434700,443200,452000,480500,550200,626000,681900,729200,763700,859000,930200,926800
ZCTA5 02144,02144,520700,507300,526400,555600,566200,609300,635500,675700,731500,748500,795500,948800,987000,988800
ZCTA5 02145,02145,371600,365100,362800,367600,394700,429600,472100,541700,591400,652800,687600,784800,784900,828600
ZCTA5 02148,02148,343900,332900,325800,328700,330000,339000,359400,381500,401900,447000,491100,570600,607500,633500
ZCTA5 02149,02149,340100,324200,314400,312500,318100,338200,357300,382400,405800,434300,477400,557700,605200,610000
ZCTA5 02150,02150,301900,269000,259800,261200,274100,280900,308300,323400,350800,369900,383800,450600,476500,493500
ZCTA5 02151,02151,327800,316600,306900,305500,313500,320400,332100,354700,373800,388900,431200,518600,566200,597400
ZCTA5 02152,02152,371600,356600,360200,355800,357400,367700,387200,408900,439800,461000,516700,563100,606900,649600
ZCTA5 02155,02155,392600,385500,387000,392700,400900,421300,443100,464600,500800,551900,588100,669600,715500,755500
ZCTA5 02163,02163,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 02169,02169,345900,338500,333100,329800,334400,347800,365100,383300,399100,426600,454100,513300,552200,581600
ZCTA5 02170,02170,364100,359300,353000,358200,374900,390300,408000,437900,454200,481800,524100,625700,661800,668300
ZCTA5 02171,02171,357800,358000,349600,357700,375400,393300,416900,439500,457200,479900,499100,599500,630200,662900
ZCTA5 02176,02176,428900,419700,417700,423500,432300,437100,463300,508700,570300,599600,639400,732300,796100,822900
ZCTA5 02180,02180,399400,399100,393800,396500,398200,425500,438700,460800,494600,526800,549600,609300,629000,671900
ZCTA5 02184,02184,372900,369900,364300,368100,372000,385400,402000,436800,456500,489600,524900,596800,623200,656800
ZCTA5 02186,02186,483400,483500,484000,497100,499300,513900,558700,586200,618800,651600,710000,838100,896500,933200
ZCTA5 02188,02188,323400,323900,323500,316500,327000,337800,347600,356800,374800,384600,420900,481300,542900,594000
ZCTA5 02189,02189,317000,301800,295400,290700,288500,298200,318700,335800,366400,361200,376500,429600,463300,474800
ZCTA5 02190,02190,347600,336700,334700,338300,345800,350000,363900,377800,393800,416200,449200,507100,554900,589700
ZCTA5 02191,02191,326500,319600,316300,313000,317200,324300,342200,348800,363400,378500,402400,457400,492200,526900
ZCTA5 02199,02199,"1,000,000+","1,000,000+","1,000,000+","1,000,000+","2,000,000+","2,000,000+","2,000,000+",-,-,-,"2,000,000+",-,-,-
ZCTA5 02203,02203,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 02205,02205,,,,,,,,,,,-,-,-,-
ZCTA5 02210,02210,593000,500000,500000,538600,557500,644500,752900,815000,860900,879100,969800,1136700,1212000,1190900
ZCTA5 02215,02215,389500,376000,366700,388300,423400,443500,465900,515900,544100,487600,494900,698200,683800,750000
ZCTA5 02301,02301,262900,244900,238500,233500,237500,243600,250300,258900,274200,286700,316600,376800,414200,449400
ZCTA5 02302,02302,246800,229800,219400,207300,203400,209200,221600,232900,252000,270700,296900,350900,395000,424800
ZCTA5 02322,02322,333600,310500,307700,298500,295300,295400,294900,309300,331500,364200,396900,412000,482800,509600
ZCTA5 02324,02324,348800,333900,328600,327200,324600,329100,338000,351100,358900,380700,403600,464900,500600,533600
ZCTA5 02325,02325,,,,,,,,,,,-,-,-,-
ZCTA5 02330,02330,279800,269100,265900,265700,265200,267600,274600,281500,291500,308300,321200,370400,409800,434200
