Geographic_Area_Name,zipCode,Charged_for_other_fuels!!$250_to_$749_2021,Charged_for_other_fuels!!$250_to_$749_2022,Charged_for_other_fuels!!$250_to_$749_2023,Charged_for_other_fuels!!$750+units_2021,Charged_for_other_fuels!!$750+units_2022,Charged_for_other_fuels!!$750+units_2023,Charged_for_other_fuels!!Less_than_$250_2021,Charged_for_other_fuels!!Less_than_$250_2022,Charged_for_other_fuels!!Less_than_$250_2023,Charged_for_other_fuels_2021,Charged_for_other_fuels_2022,Charged_for_other_fuels_2023,"Not_charged,_not_used,_or_payment_included_in_other_fees_2021","Not_charged,_not_used,_or_payment_included_in_other_fees_2022","Not_charged,_not_used,_or_payment_included_in_other_fees_2023",Total_2021,Total_2022,Total_2023
ZCTA5 83335,83335,92,76,47,75,127,94,22,29,17,189,232,158,443,516,603,632,748,761
ZCTA5 83336,83336,13,9,0,39,52,78,57,59,66,109,120,144,1906,2085,1996,2015,2205,2140
ZCTA5 83337,83337,5,0,0,0,7,13,0,0,0,5,7,13,12,8,0,17,15,13
ZCTA5 83338,83338,338,274,317,269,267,303,174,275,195,781,816,815,6166,6191,6349,6947,7007,7164
ZCTA5 83340,83340,55,32,28,28,22,60,42,70,79,125,124,167,2109,2339,2632,2234,2463,2799
ZCTA5 83341,83341,87,94,145,189,193,140,34,16,37,310,303,322,2188,2433,2623,2498,2736,2945
ZCTA5 83342,83342,63,50,50,43,45,99,24,14,25,130,109,174,306,330,306,436,439,480
ZCTA5 83344,83344,35,31,24,10,19,24,14,19,11,59,69,59,310,308,317,369,377,376
ZCTA5 83346,83346,39,63,62,29,42,75,84,75,69,152,180,206,260,221,205,412,401,411
ZCTA5 83347,83347,63,60,31,46,11,13,27,32,2,136,103,46,1005,978,1130,1141,1081,1176
ZCTA5 83348,83348,3,4,3,0,0,15,0,0,0,3,4,18,29,13,15,32,17,33
ZCTA5 83349,83349,49,55,54,21,48,69,28,38,29,98,141,152,322,310,331,420,451,483
ZCTA5 83350,83350,181,154,107,171,158,159,63,93,98,415,405,364,3846,3808,4139,4261,4213,4503
ZCTA5 83352,83352,63,65,93,73,116,116,38,33,10,174,214,219,1036,1048,955,1210,1262,1174
ZCTA5 83353,83353,12,12,8,0,0,17,4,0,0,16,12,25,487,612,540,503,624,565
ZCTA5 83354,83354,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9,10,10,9
ZCTA5 83355,83355,42,52,76,81,57,52,37,25,39,160,134,167,1357,1434,1465,1517,1568,1632
ZCTA5 83401,83401,356,375,462,191,252,200,545,443,394,1092,1070,1056,13610,14227,14313,14702,15297,15369
ZCTA5 83402,83402,343,304,293,79,129,149,261,143,133,683,576,575,9846,10054,10461,10529,10630,11036
ZCTA5 83404,83404,181,173,165,9,94,115,180,246,254,370,513,534,8578,8398,8574,8948,8911,9108
ZCTA5 83406,83406,78,134,109,15,44,28,108,108,74,201,286,211,6078,5966,6284,6279,6252,6495
ZCTA5 83414,83414,46,25,23,40,24,39,19,13,0,105,62,62,122,203,226,227,265,288
ZCTA5 83420,83420,100,110,100,133,132,85,77,87,98,310,329,283,555,637,684,865,966,967
ZCTA5 83421,83421,97,102,112,0,0,0,0,0,0,97,102,112,72,71,46,169,173,158
ZCTA5 83422,83422,70,70,56,102,64,64,137,133,130,309,267,250,797,992,1084,1106,1259,1334
ZCTA5 83423,83423,42,39,27,82,79,73,12,12,13,136,130,113,113,99,102,249,229,215
ZCTA5 83424,83424,0,0,0,0,0,0,15,14,6,15,14,6,13,0,9,28,14,15
ZCTA5 83425,83425,73,78,51,6,12,19,0,0,0,79,90,70,83,120,114,162,210,184
ZCTA5 83427,83427,14,2,4,3,20,18,18,15,3,35,37,25,695,730,782,730,767,807
ZCTA5 83428,83428,26,24,37,19,18,19,24,10,10,69,52,66,168,167,180,237,219,246
ZCTA5 83429,83429,21,9,11,18,13,11,18,30,19,57,52,41,323,272,340,380,324,381
ZCTA5 83431,83431,2,2,0,43,23,12,8,6,7,53,31,19,267,248,309,320,279,328
ZCTA5 83433,83433,0,0,0,8,8,8,0,0,0,8,8,8,20,8,9,28,16,17
ZCTA5 83434,83434,85,95,83,74,39,55,78,67,22,237,201,160,385,411,418,622,612,578
ZCTA5 83435,83435,31,23,28,9,8,10,3,5,4,43,36,42,167,179,141,210,215,183
ZCTA5 83436,83436,15,11,10,11,29,15,16,23,25,42,63,50,186,180,191,228,243,241
ZCTA5 83438,83438,4,31,33,0,0,0,22,0,0,26,31,33,38,46,42,64,77,75
ZCTA5 83440,83440,398,223,230,116,198,277,165,178,160,679,599,667,9757,10585,11262,10436,11184,11929
ZCTA5 83442,83442,214,199,242,263,375,410,243,240,215,720,814,867,6330,6451,6629,7050,7265,7496
ZCTA5 83443,83443,35,37,56,38,47,41,11,10,8,84,94,105,284,336,339,368,430,444
ZCTA5 83444,83444,40,30,27,28,49,39,35,30,29,103,109,95,309,278,321,412,387,416
ZCTA5 83445,83445,190,107,113,73,146,207,81,89,100,344,342,420,1901,1808,1880,2245,2150,2300
ZCTA5 83446,83446,4,3,4,1,3,4,0,0,0,5,6,8,15,13,14,20,19,22
ZCTA5 83448,83448,18,31,26,14,3,2,63,56,86,95,90,114,677,703,732,772,793,846
ZCTA5 83449,83449,5,0,0,0,4,10,26,29,29,31,33,39,61,64,72,92,97,111
ZCTA5 83450,83450,39,39,32,44,51,89,10,10,13,93,100,134,231,265,267,324,365,401
ZCTA5 83451,83451,17,37,62,54,68,48,12,5,9,83,110,119,244,217,189,327,327,308
ZCTA5 83452,83452,14,27,48,65,72,39,131,92,105,210,191,192,639,658,633,849,849,825
ZCTA5 83454,83454,0,0,0,12,16,6,3,0,0,15,16,6,62,96,112,77,112,118
ZCTA5 83455,83455,125,298,339,129,158,124,229,190,164,483,646,627,1733,1549,1772,2216,2195,2399
ZCTA5 83460,83460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 83462,83462,11,26,16,32,28,7,12,10,8,55,64,31,143,152,173,198,216,204
ZCTA5 83463,83463,7,7,9,5,10,28,0,0,0,12,17,37,17,20,18,29,37,55
ZCTA5 83464,83464,27,27,22,11,15,25,4,16,12,42,58,59,68,47,44,110,105,103
ZCTA5 83465,83465,7,6,7,5,3,6,0,0,0,12,9,13,19,18,21,31,27,34
ZCTA5 83466,83466,37,22,30,0,0,14,0,0,0,37,22,44,74,39,13,111,61,57
ZCTA5 83467,83467,674,577,635,314,417,492,158,162,136,1146,1156,1263,1630,1587,1503,2776,2743,2766
ZCTA5 83468,83468,17,17,15,16,15,11,0,0,3,33,32,29,38,52,46,71,84,75
ZCTA5 83469,83469,0,0,0,0,0,0,0,13,14,0,13,14,0,0,0,0,13,14
ZCTA5 83501,83501,456,377,455,303,295,331,228,199,158,987,871,944,13831,14380,14342,14818,15251,15286
ZCTA5 83520,83520,8,5,8,0,0,0,7,0,19,15,5,27,49,67,59,64,72,86
ZCTA5 83522,83522,128,89,104,80,86,108,31,32,50,239,207,262,449,464,383,688,671,645
ZCTA5 83523,83523,85,86,66,77,77,104,12,11,11,174,174,181,184,181,161,358,355,342
ZCTA5 83524,83524,76,68,71,50,38,46,17,15,17,143,121,134,267,243,261,410,364,395
ZCTA5 83525,83525,29,29,41,14,40,38,53,50,46,96,119,125,46,56,22,142,175,147
ZCTA5 83526,83526,37,21,17,21,35,20,12,10,11,70,66,48,39,35,53,109,101,101
ZCTA5 83530,83530,264,150,245,331,447,452,154,138,205,749,735,902,1489,1642,1586,2238,2377,2488
ZCTA5 83533,83533,18,18,9,18,17,15,11,8,8,47,43,32,29,30,30,76,73,62
ZCTA5 83535,83535,29,39,35,24,36,14,61,51,56,114,126,105,330,361,406,444,487,511
ZCTA5 83536,83536,198,251,268,209,227,250,90,93,101,497,571,619,1348,1266,1111,1845,1837,1730
ZCTA5 83537,83537,43,26,40,111,109,97,25,38,32,179,173,169,239,268,236,418,441,405
ZCTA5 83539,83539,105,126,154,115,108,108,29,51,58,249,285,320,599,609,627,848,894,947
ZCTA5 83540,83540,106,101,107,39,32,49,98,87,83,243,220,239,592,533,488,835,753,727
ZCTA5 83541,83541,72,69,84,29,41,44,43,58,54,144,168,182,344,323,319,488,491,501
ZCTA5 83542,83542,39,22,14,0,0,4,0,0,0,39,22,18,35,40,37,74,62,55
ZCTA5 83543,83543,22,24,23,43,65,70,10,8,6,75,97,99,185,165,157,260,262,256
ZCTA5 83544,83544,328,227,158,277,425,477,141,119,140,746,771,775,1629,1597,1598,2375,2368,2373
ZCTA5 83545,83545,28,42,50,32,38,28,26,31,32,86,111,110,101,92,109,187,203,219
ZCTA5 83546,83546,48,52,56,78,100,110,0,0,6,126,152,172,82,61,83,208,213,255
ZCTA5 83547,83547,17,17,16,7,7,8,8,11,3,32,35,27,128,102,121,160,137,148
ZCTA5 83548,83548,8,7,3,6,15,19,3,5,5,17,27,27,27,17,30,44,44,57
ZCTA5 83549,83549,40,52,39,8,7,20,34,38,40,82,97,99,206,229,221,288,326,320
ZCTA5 83552,83552,48,34,16,106,86,69,14,9,14,168,129,99,225,266,268,393,395,367
ZCTA5 83553,83553,60,60,30,70,80,149,68,73,80,198,213,259,346,328,279,544,541,538
ZCTA5 83554,83554,36,20,25,24,56,47,0,0,0,60,76,72,95,118,111,155,194,183
ZCTA5 83555,83555,24,23,36,20,29,25,13,15,13,57,67,74,112,102,110,169,169,184
ZCTA5 83602,83602,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,7,5,0
ZCTA5 83604,83604,50,49,62,6,0,0,0,0,0,56,49,62,170,164,201,226,213,263
ZCTA5 83605,83605,241,279,283,240,276,180,176,211,182,657,766,645,11832,12268,12883,12489,13034,13528
ZCTA5 83607,83607,987,740,762,591,607,458,233,236,210,1811,1583,1430,8901,9621,10125,10712,11204,11555
ZCTA5 83610,83610,67,51,77,32,32,33,22,11,12,121,94,122,251,250,251,372,344,373
ZCTA5 83611,83611,142,123,112,119,151,142,58,68,66,319,342,320,534,667,623,853,1009,943
ZCTA5 83612,83612,173,182,190,162,107,79,78,69,47,413,358,316,442,482,547,855,840,863
ZCTA5 83615,83615,11,60,82,0,31,52,80,51,38,91,142,172,234,240,252,325,382,424
ZCTA5 83616,83616,371,273,246,16,106,78,175,243,211,562,622,535,11686,12065,12643,12248,12687,13178
ZCTA5 83617,83617,703,727,694,464,528,615,262,336,311,1429,1591,1620,4949,4863,5052,6378,6454,6672
ZCTA5 83619,83619,308,318,199,76,74,97,143,98,62,527,490,358,2731,2653,2923,3258,3143,3281
ZCTA5 83622,83622,180,182,186,145,139,156,124,133,98,449,454,440,499,479,539,948,933,979
ZCTA5 83623,83623,6,6,14,13,13,20,0,0,8,19,19,42,511,594,570,530,613,612
ZCTA5 83624,83624,49,35,16,46,32,26,26,37,42,121,104,84,454,509,465,575,613,549
ZCTA5 83626,83626,38,42,68,7,4,5,29,23,39,74,69,112,346,434,481,420,503,593
ZCTA5 83627,83627,36,35,18,3,4,0,5,0,0,44,39,18,186,198,204,230,237,222
ZCTA5 83628,83628,193,144,180,134,142,139,72,111,66,399,397,385,1277,1227,1280,1676,1624,1665
ZCTA5 83629,83629,173,153,151,54,43,58,16,16,19,243,212,228,593,583,582,836,795,810
ZCTA5 83631,83631,65,78,58,31,128,163,200,155,191,296,361,412,256,301,302,552,662,714
ZCTA5 83632,83632,44,53,43,33,38,40,19,20,14,96,111,97,66,50,51,162,161,148
ZCTA5 83633,83633,66,58,57,19,18,10,7,19,25,92,95,92,147,126,137,239,221,229
ZCTA5 83634,83634,226,215,275,103,163,222,287,246,183,616,624,680,8400,8914,9515,9016,9538,10195
ZCTA5 83636,83636,0,0,0,24,35,29,0,0,0,24,35,29,80,64,57,104,99,86
ZCTA5 83637,83637,25,21,28,29,20,20,45,56,53,99,97,101,31,30,39,130,127,140
ZCTA5 83638,83638,189,142,68,180,235,203,71,106,200,440,483,471,2037,1898,1903,2477,2381,2374
ZCTA5 83639,83639,113,81,108,111,92,63,152,145,133,376,318,304,777,839,824,1153,1157,1128
ZCTA5 83641,83641,176,183,194,266,230,249,63,87,76,505,500,519,727,777,761,1232,1277,1280
