zip_code,year,walkability_category,active_license_count,category_weight
60608,2020,personal_and_health_services,125,250
60608,2020,restaurants_and_social_life,208,624
60608,2020,uncategorized,451,0
60608,2021,auto_oriented,159,-477
60608,2021,community_and_entertainment,77,154
60608,2021,fresh_food_and_daily_needs,1059,3177
60608,2021,home_based_or_non_storefront,116,0
60608,2021,industrial_or_logistics,343,-686
60608,2021,local_retail_and_commercial_services,286,286
60608,2021,personal_and_health_services,162,324
60608,2021,restaurants_and_social_life,323,969
60608,2021,uncategorized,562,0
60608,2022,auto_oriented,116,-348
60608,2022,community_and_entertainment,58,116
60608,2022,fresh_food_and_daily_needs,862,2586
60608,2022,home_based_or_non_storefront,99,0
60608,2022,industrial_or_logistics,236,-472
60608,2022,local_retail_and_commercial_services,277,277
60608,2022,personal_and_health_services,133,266
60608,2022,restaurants_and_social_life,244,732
60608,2022,uncategorized,402,0
60608,2023,auto_oriented,136,-408
60608,2023,community_and_entertainment,67,134
60608,2023,fresh_food_and_daily_needs,999,2997
60608,2023,home_based_or_non_storefront,90,0
60608,2023,industrial_or_logistics,303,-606
60608,2023,local_retail_and_commercial_services,264,264
60608,2023,personal_and_health_services,159,318
60608,2023,restaurants_and_social_life,324,972
60608,2023,uncategorized,484,0
60608,2024,auto_oriented,109,-327
60608,2024,community_and_entertainment,61,122
60608,2024,fresh_food_and_daily_needs,848,2544
60608,2024,home_based_or_non_storefront,87,0
60608,2024,industrial_or_logistics,218,-436
60608,2024,local_retail_and_commercial_services,270,270
60608,2024,personal_and_health_services,137,274
60608,2024,restaurants_and_social_life,229,687
60608,2024,uncategorized,395,0
60608,2025,auto_oriented,128,-384
60608,2025,community_and_entertainment,73,146
60608,2025,fresh_food_and_daily_needs,953,2859
60608,2025,home_based_or_non_storefront,79,0
60608,2025,industrial_or_logistics,254,-508
60608,2025,local_retail_and_commercial_services,239,239
60608,2025,personal_and_health_services,151,302
60608,2025,restaurants_and_social_life,304,912
60608,2025,uncategorized,466,0
60609,2000,auto_oriented,1,-3
60609,2000,fresh_food_and_daily_needs,2,6
60609,2000,home_based_or_non_storefront,1,0
60609,2000,industrial_or_logistics,1,-2
60609,2000,uncategorized,23,0
60609,2001,auto_oriented,6,-18
60609,2001,fresh_food_and_daily_needs,17,51
60609,2001,home_based_or_non_storefront,3,0
60609,2001,industrial_or_logistics,23,-46
60609,2001,personal_and_health_services,2,4
60609,2001,restaurants_and_social_life,7,21
60609,2001,uncategorized,87,0
60609,2002,auto_oriented,129,-387
60609,2002,community_and_entertainment,15,30
60609,2002,fresh_food_and_daily_needs,531,1593
60609,2002,home_based_or_non_storefront,45,0
60609,2002,industrial_or_logistics,265,-530
60609,2002,local_retail_and_commercial_services,34,34
60609,2002,personal_and_health_services,26,52
60609,2002,restaurants_and_social_life,162,486
60609,2002,uncategorized,1110,0
60609,2003,auto_oriented,254,-762
60609,2003,community_and_entertainment,25,50
60609,2003,fresh_food_and_daily_needs,944,2832
60609,2003,home_based_or_non_storefront,89,0
60609,2003,industrial_or_logistics,485,-970
60609,2003,local_retail_and_commercial_services,69,69
60609,2003,personal_and_health_services,45,90
60609,2003,restaurants_and_social_life,237,711
60609,2003,uncategorized,2049,0
60609,2004,auto_oriented,247,-741
60609,2004,community_and_entertainment,20,40
60609,2004,fresh_food_and_daily_needs,925,2775
60609,2004,home_based_or_non_storefront,92,0
60609,2004,industrial_or_logistics,481,-962
60609,2004,local_retail_and_commercial_services,75,75
60609,2004,personal_and_health_services,52,104
60609,2004,restaurants_and_social_life,171,513
60609,2004,uncategorized,2117,0
60609,2005,auto_oriented,251,-753
60609,2005,community_and_entertainment,18,36
60609,2005,fresh_food_and_daily_needs,911,2733
60609,2005,home_based_or_non_storefront,84,0
60609,2005,industrial_or_logistics,470,-940
60609,2005,local_retail_and_commercial_services,73,73
60609,2005,personal_and_health_services,45,90
60609,2005,restaurants_and_social_life,173,519
60609,2005,uncategorized,2252,0
60609,2006,auto_oriented,252,-756
60609,2006,community_and_entertainment,23,46
60609,2006,fresh_food_and_daily_needs,853,2559
60609,2006,home_based_or_non_storefront,90,0
60609,2006,industrial_or_logistics,462,-924
60609,2006,local_retail_and_commercial_services,72,72
60609,2006,personal_and_health_services,40,80
60609,2006,restaurants_and_social_life,172,516
60609,2006,uncategorized,2591,0
60609,2007,auto_oriented,248,-744
60609,2007,community_and_entertainment,28,56
60609,2007,fresh_food_and_daily_needs,822,2466
60609,2007,home_based_or_non_storefront,96,0
60609,2007,industrial_or_logistics,476,-952
60609,2007,local_retail_and_commercial_services,78,78
60609,2007,personal_and_health_services,43,86
60609,2007,restaurants_and_social_life,173,519
60609,2007,uncategorized,2768,0
60609,2008,auto_oriented,219,-657
60609,2008,community_and_entertainment,23,46
60609,2008,fresh_food_and_daily_needs,724,2172
60609,2008,home_based_or_non_storefront,87,0
60609,2008,industrial_or_logistics,453,-906
60609,2008,local_retail_and_commercial_services,68,68
60609,2008,personal_and_health_services,33,66
60609,2008,restaurants_and_social_life,173,519
60609,2008,uncategorized,2520,0
60609,2009,auto_oriented,141,-423
60609,2009,community_and_entertainment,21,42
60609,2009,fresh_food_and_daily_needs,466,1398
60609,2009,home_based_or_non_storefront,55,0
60609,2009,industrial_or_logistics,293,-586
60609,2009,local_retail_and_commercial_services,38,38
60609,2009,personal_and_health_services,29,58
60609,2009,restaurants_and_social_life,100,300
60609,2009,uncategorized,1740,0
60609,2010,auto_oriented,234,-702
60609,2010,community_and_entertainment,26,52
60609,2010,fresh_food_and_daily_needs,741,2223
60609,2010,home_based_or_non_storefront,89,0
60609,2010,industrial_or_logistics,486,-972
60609,2010,local_retail_and_commercial_services,73,73
60609,2010,personal_and_health_services,35,70
60609,2010,restaurants_and_social_life,183,549
60609,2010,uncategorized,2586,0
60609,2011,auto_oriented,154,-462
60609,2011,community_and_entertainment,16,32
60609,2011,fresh_food_and_daily_needs,482,1446
60609,2011,home_based_or_non_storefront,45,0
60609,2011,industrial_or_logistics,287,-574
60609,2011,local_retail_and_commercial_services,52,52
60609,2011,personal_and_health_services,30,60
60609,2011,restaurants_and_social_life,104,312
60609,2011,uncategorized,1547,0
60609,2012,auto_oriented,311,-933
60609,2012,community_and_entertainment,24,48
60609,2012,fresh_food_and_daily_needs,782,2346
60609,2012,home_based_or_non_storefront,94,0
60609,2012,industrial_or_logistics,515,-1030
60609,2012,local_retail_and_commercial_services,150,150
60609,2012,personal_and_health_services,91,182
60609,2012,restaurants_and_social_life,175,525
60609,2012,uncategorized,2169,0
60609,2013,auto_oriented,120,-360
60609,2013,community_and_entertainment,22,44
60609,2013,fresh_food_and_daily_needs,600,1800
60609,2013,home_based_or_non_storefront,32,0
60609,2013,industrial_or_logistics,250,-500
60609,2013,local_retail_and_commercial_services,154,154
60609,2013,personal_and_health_services,80,160
60609,2013,restaurants_and_social_life,94,282
60609,2013,uncategorized,900,0
60609,2014,auto_oriented,184,-552
60609,2014,community_and_entertainment,29,58
60609,2014,fresh_food_and_daily_needs,793,2379
60609,2014,home_based_or_non_storefront,48,0
60609,2014,industrial_or_logistics,406,-812
60609,2014,local_retail_and_commercial_services,228,228
60609,2014,personal_and_health_services,106,212
60609,2014,restaurants_and_social_life,142,426
60609,2014,uncategorized,1154,0
60609,2015,auto_oriented,123,-369
60609,2015,community_and_entertainment,20,40
60609,2015,fresh_food_and_daily_needs,653,1959
60609,2015,home_based_or_non_storefront,42,0
60609,2015,industrial_or_logistics,263,-526
60609,2015,local_retail_and_commercial_services,174,174
60609,2015,personal_and_health_services,80,160
60609,2015,restaurants_and_social_life,91,273
60609,2015,uncategorized,651,0
60609,2016,auto_oriented,186,-558
60609,2016,community_and_entertainment,19,38
60609,2016,fresh_food_and_daily_needs,769,2307
60609,2016,home_based_or_non_storefront,56,0
60609,2016,industrial_or_logistics,394,-788
60609,2016,local_retail_and_commercial_services,221,221
60609,2016,personal_and_health_services,85,170
60609,2016,restaurants_and_social_life,141,423
60609,2016,uncategorized,892,0
60609,2017,auto_oriented,133,-399
60609,2017,community_and_entertainment,16,32
60609,2017,fresh_food_and_daily_needs,656,1968
60609,2017,home_based_or_non_storefront,45,0
60609,2017,industrial_or_logistics,261,-522
60609,2017,local_retail_and_commercial_services,200,200
60609,2017,personal_and_health_services,89,178
60609,2017,restaurants_and_social_life,87,261
60609,2017,uncategorized,546,0
60609,2018,auto_oriented,188,-564
60609,2018,community_and_entertainment,22,44
60609,2018,fresh_food_and_daily_needs,762,2286
60609,2018,home_based_or_non_storefront,64,0
60609,2018,industrial_or_logistics,366,-732
60609,2018,local_retail_and_commercial_services,262,262
60609,2018,personal_and_health_services,97,194
60609,2018,restaurants_and_social_life,128,384
60609,2018,uncategorized,743,0
60609,2019,auto_oriented,126,-378
60609,2019,community_and_entertainment,19,38
60609,2019,fresh_food_and_daily_needs,668,2004
60609,2019,home_based_or_non_storefront,58,0
60609,2019,industrial_or_logistics,247,-494
60609,2019,local_retail_and_commercial_services,209,209
60609,2019,personal_and_health_services,92,184
60609,2019,restaurants_and_social_life,82,246
60609,2019,uncategorized,467,0
60609,2020,auto_oriented,185,-555
60609,2020,community_and_entertainment,17,34
60609,2020,fresh_food_and_daily_needs,1100,3300
60609,2020,home_based_or_non_storefront,75,0
60609,2020,industrial_or_logistics,348,-696
60609,2020,local_retail_and_commercial_services,304,304
60609,2020,personal_and_health_services,100,200
60609,2020,restaurants_and_social_life,121,363
60609,2020,uncategorized,628,0
60609,2021,auto_oriented,129,-387
60609,2021,community_and_entertainment,23,46
60609,2021,fresh_food_and_daily_needs,1268,3804
60609,2021,home_based_or_non_storefront,80,0
60609,2021,industrial_or_logistics,256,-512
60609,2021,local_retail_and_commercial_services,306,306
60609,2021,personal_and_health_services,96,192
60609,2021,restaurants_and_social_life,87,261
60609,2021,uncategorized,426,0
60609,2022,auto_oriented,180,-540
60609,2022,community_and_entertainment,20,40
60609,2022,fresh_food_and_daily_needs,1620,4860
60609,2022,home_based_or_non_storefront,79,0
60609,2022,industrial_or_logistics,334,-668
60609,2022,local_retail_and_commercial_services,412,412
60609,2022,personal_and_health_services,98,196
60609,2022,restaurants_and_social_life,124,372
60609,2022,uncategorized,567,0
60609,2023,auto_oriented,120,-360
60609,2023,community_and_entertainment,24,48
60609,2023,fresh_food_and_daily_needs,1463,4389
60609,2023,home_based_or_non_storefront,83,0
60609,2023,industrial_or_logistics,226,-452
60609,2023,local_retail_and_commercial_services,372,372
60609,2023,personal_and_health_services,96,192
60609,2023,restaurants_and_social_life,89,267
60609,2023,uncategorized,387,0
60609,2024,auto_oriented,170,-510
60609,2024,community_and_entertainment,25,50
60609,2024,fresh_food_and_daily_needs,1668,5004
60609,2024,home_based_or_non_storefront,81,0
60609,2024,industrial_or_logistics,307,-614
60609,2024,local_retail_and_commercial_services,461,461
60609,2024,personal_and_health_services,102,204
60609,2024,restaurants_and_social_life,123,369
60609,2024,uncategorized,527,0
60609,2025,auto_oriented,119,-357
60609,2025,community_and_entertainment,29,58
60609,2025,fresh_food_and_daily_needs,1467,4401
60609,2025,home_based_or_non_storefront,76,0
60609,2025,industrial_or_logistics,203,-406
60609,2025,local_retail_and_commercial_services,371,371
60609,2025,personal_and_health_services,98,196
60609,2025,restaurants_and_social_life,89,267
60609,2025,uncategorized,353,0
60610,2000,auto_oriented,1,-3
60610,2000,fresh_food_and_daily_needs,7,21
60610,2000,home_based_or_non_storefront,2,0
60610,2000,industrial_or_logistics,1,-2
60610,2000,restaurants_and_social_life,8,24
60610,2000,uncategorized,23,0
60610,2001,auto_oriented,3,-9
60610,2001,community_and_entertainment,2,4
60610,2001,fresh_food_and_daily_needs,15,45
60610,2001,home_based_or_non_storefront,4,0
60610,2001,industrial_or_logistics,8,-16
60610,2001,local_retail_and_commercial_services,1,1
60610,2001,personal_and_health_services,5,10
60610,2001,restaurants_and_social_life,37,111
60610,2001,uncategorized,113,0
60610,2002,auto_oriented,41,-123
60610,2002,community_and_entertainment,93,186
60610,2002,fresh_food_and_daily_needs,524,1572
60610,2002,home_based_or_non_storefront,78,0
60610,2002,industrial_or_logistics,50,-100
60610,2002,local_retail_and_commercial_services,22,22
60610,2002,personal_and_health_services,65,130
60610,2002,restaurants_and_social_life,706,2118
60610,2002,uncategorized,1271,0
60610,2003,auto_oriented,78,-234
60610,2003,community_and_entertainment,167,334
60610,2003,fresh_food_and_daily_needs,981,2943
60610,2003,home_based_or_non_storefront,158,0
60610,2003,industrial_or_logistics,84,-168
60610,2003,local_retail_and_commercial_services,42,42
60610,2003,personal_and_health_services,125,250
60610,2003,restaurants_and_social_life,1062,3186
60610,2003,uncategorized,2291,0
60610,2004,auto_oriented,80,-240
60610,2004,community_and_entertainment,168,336
60610,2004,fresh_food_and_daily_needs,982,2946
60610,2004,home_based_or_non_storefront,242,0
60610,2004,industrial_or_logistics,82,-164
60610,2004,local_retail_and_commercial_services,49,49
60610,2004,personal_and_health_services,140,280
60610,2004,restaurants_and_social_life,842,2526
60610,2004,uncategorized,2346,0
60610,2005,auto_oriented,79,-237
60610,2005,community_and_entertainment,177,354
60610,2005,fresh_food_and_daily_needs,985,2955
60610,2005,home_based_or_non_storefront,370,0
60610,2005,industrial_or_logistics,76,-152
60610,2005,local_retail_and_commercial_services,57,57
60610,2005,personal_and_health_services,110,220
60610,2005,restaurants_and_social_life,863,2589
60610,2005,uncategorized,2311,0
60610,2006,auto_oriented,77,-231
60610,2006,community_and_entertainment,185,370
60610,2006,fresh_food_and_daily_needs,959,2877
60610,2006,home_based_or_non_storefront,474,0
60610,2006,industrial_or_logistics,78,-156
60610,2006,local_retail_and_commercial_services,51,51
60610,2006,personal_and_health_services,75,150
60610,2006,restaurants_and_social_life,877,2631
60610,2006,uncategorized,2273,0
60610,2007,auto_oriented,75,-225
60610,2007,community_and_entertainment,185,370
60610,2007,fresh_food_and_daily_needs,970,2910
60610,2007,home_based_or_non_storefront,472,0
60610,2007,industrial_or_logistics,75,-150
60610,2007,local_retail_and_commercial_services,46,46
60610,2007,personal_and_health_services,86,172
60610,2007,restaurants_and_social_life,899,2697
60610,2007,uncategorized,2290,0
60610,2008,auto_oriented,63,-189
60610,2008,community_and_entertainment,182,364
60610,2008,fresh_food_and_daily_needs,858,2574
60610,2008,home_based_or_non_storefront,447,0
60610,2008,industrial_or_logistics,64,-128
60610,2008,local_retail_and_commercial_services,37,37
60610,2008,personal_and_health_services,78,156
60610,2008,restaurants_and_social_life,808,2424
60610,2008,uncategorized,2117,0
60610,2009,auto_oriented,40,-120
60610,2009,community_and_entertainment,121,242
60610,2009,fresh_food_and_daily_needs,560,1680
60610,2009,home_based_or_non_storefront,237,0
60610,2009,industrial_or_logistics,34,-68
60610,2009,local_retail_and_commercial_services,24,24
60610,2009,personal_and_health_services,57,114
60610,2009,restaurants_and_social_life,585,1755
60610,2009,uncategorized,1377,0
60610,2010,auto_oriented,61,-183
60610,2010,community_and_entertainment,159,318
60610,2010,fresh_food_and_daily_needs,819,2457
60610,2010,home_based_or_non_storefront,354,0
60610,2010,industrial_or_logistics,53,-106
60610,2010,local_retail_and_commercial_services,26,26
60610,2010,personal_and_health_services,86,172
60610,2010,restaurants_and_social_life,775,2325
60610,2010,uncategorized,1983,0
60610,2011,auto_oriented,65,-195
60610,2011,community_and_entertainment,113,226
60610,2011,fresh_food_and_daily_needs,502,1506
60610,2011,home_based_or_non_storefront,152,0
60610,2011,industrial_or_logistics,30,-60
60610,2011,local_retail_and_commercial_services,15,15
60610,2011,personal_and_health_services,56,112
60610,2011,restaurants_and_social_life,513,1539
60610,2011,uncategorized,1092,0
60610,2012,auto_oriented,118,-354
60610,2012,community_and_entertainment,153,306
60610,2012,fresh_food_and_daily_needs,785,2355
60610,2012,home_based_or_non_storefront,272,0
60610,2012,industrial_or_logistics,51,-102
60610,2012,local_retail_and_commercial_services,38,38
60610,2012,personal_and_health_services,146,292
60610,2012,restaurants_and_social_life,715,2145
60610,2012,uncategorized,1553,0
60610,2013,auto_oriented,75,-225
60610,2013,community_and_entertainment,94,188
60610,2013,fresh_food_and_daily_needs,561,1683
60610,2013,home_based_or_non_storefront,76,0
60610,2013,industrial_or_logistics,22,-44
60610,2013,local_retail_and_commercial_services,46,46
60610,2013,personal_and_health_services,114,228
60610,2013,restaurants_and_social_life,494,1482
60610,2013,uncategorized,702,0
60610,2014,auto_oriented,74,-222
60610,2014,community_and_entertainment,112,224
60610,2014,fresh_food_and_daily_needs,779,2337
60610,2014,home_based_or_non_storefront,103,0
60610,2014,industrial_or_logistics,29,-58
60610,2014,local_retail_and_commercial_services,70,70
60610,2014,personal_and_health_services,167,334
60610,2014,restaurants_and_social_life,624,1872
60610,2014,uncategorized,957,0
60610,2015,auto_oriented,67,-201
60610,2015,community_and_entertainment,92,184
60610,2015,fresh_food_and_daily_needs,576,1728
60610,2015,home_based_or_non_storefront,77,0
60610,2015,industrial_or_logistics,14,-28
60610,2015,local_retail_and_commercial_services,67,67
60610,2015,personal_and_health_services,105,210
60610,2015,restaurants_and_social_life,457,1371
60610,2015,uncategorized,535,0
60610,2016,auto_oriented,75,-225
60610,2016,community_and_entertainment,110,220
60610,2016,fresh_food_and_daily_needs,682,2046
60610,2016,home_based_or_non_storefront,94,0
60610,2016,industrial_or_logistics,21,-42
60610,2016,local_retail_and_commercial_services,69,69
60610,2016,personal_and_health_services,138,276
60610,2016,restaurants_and_social_life,580,1740
60610,2016,uncategorized,762,0
60610,2017,auto_oriented,67,-201
60610,2017,community_and_entertainment,92,184
60610,2017,fresh_food_and_daily_needs,571,1713
60610,2017,home_based_or_non_storefront,100,0
60610,2017,industrial_or_logistics,11,-22
60610,2017,local_retail_and_commercial_services,58,58
60610,2017,personal_and_health_services,119,238
60610,2017,restaurants_and_social_life,463,1389
60610,2017,uncategorized,407,0
60610,2018,auto_oriented,71,-213
60610,2018,community_and_entertainment,93,186
60610,2018,fresh_food_and_daily_needs,662,1986
60610,2018,home_based_or_non_storefront,130,0
60610,2018,industrial_or_logistics,20,-40
60610,2018,local_retail_and_commercial_services,64,64
60610,2018,personal_and_health_services,129,258
60610,2018,restaurants_and_social_life,556,1668
60610,2018,uncategorized,573,0
60610,2019,auto_oriented,59,-177
60610,2019,community_and_entertainment,80,160
60610,2019,fresh_food_and_daily_needs,564,1692
60610,2019,home_based_or_non_storefront,111,0
60610,2019,industrial_or_logistics,10,-20
60610,2019,local_retail_and_commercial_services,53,53
60610,2019,personal_and_health_services,98,196
60610,2019,restaurants_and_social_life,437,1311
60610,2019,uncategorized,353,0
60610,2020,auto_oriented,51,-153
60610,2020,community_and_entertainment,80,160
60610,2020,fresh_food_and_daily_needs,620,1860
60610,2020,home_based_or_non_storefront,120,0
60610,2020,industrial_or_logistics,20,-40
60610,2020,local_retail_and_commercial_services,49,49
60610,2020,personal_and_health_services,120,240
60610,2020,restaurants_and_social_life,471,1413
60610,2020,uncategorized,448,0
60610,2021,auto_oriented,61,-183
60610,2021,community_and_entertainment,82,164
60610,2021,fresh_food_and_daily_needs,564,1692
60610,2021,home_based_or_non_storefront,127,0
60610,2021,industrial_or_logistics,10,-20
60610,2021,local_retail_and_commercial_services,47,47
60610,2021,personal_and_health_services,96,192
60610,2021,restaurants_and_social_life,420,1260
60610,2021,uncategorized,301,0
60610,2022,auto_oriented,54,-162
60610,2022,community_and_entertainment,77,154
60610,2022,fresh_food_and_daily_needs,598,1794
60610,2022,home_based_or_non_storefront,109,0
60610,2022,industrial_or_logistics,22,-44
60610,2022,local_retail_and_commercial_services,42,42
60610,2022,personal_and_health_services,117,234
60610,2022,restaurants_and_social_life,440,1320
60610,2022,uncategorized,376,0
60610,2023,auto_oriented,57,-171
60610,2023,community_and_entertainment,71,142
60610,2023,fresh_food_and_daily_needs,538,1614
60610,2023,home_based_or_non_storefront,100,0
60610,2023,industrial_or_logistics,12,-24
60610,2023,local_retail_and_commercial_services,46,46
60610,2023,personal_and_health_services,95,190
60610,2023,restaurants_and_social_life,389,1167
60610,2023,uncategorized,260,0
60610,2024,auto_oriented,55,-165
60610,2024,community_and_entertainment,67,134
60610,2024,fresh_food_and_daily_needs,595,1785
60610,2024,home_based_or_non_storefront,104,0
60610,2024,industrial_or_logistics,19,-38
60610,2024,local_retail_and_commercial_services,50,50
60610,2024,personal_and_health_services,109,218
60610,2024,restaurants_and_social_life,431,1293
60610,2024,uncategorized,311,0
60610,2025,auto_oriented,51,-153
60610,2025,community_and_entertainment,56,112
60610,2025,fresh_food_and_daily_needs,536,1608
60610,2025,home_based_or_non_storefront,107,0
60610,2025,industrial_or_logistics,10,-20
60610,2025,local_retail_and_commercial_services,52,52
60610,2025,personal_and_health_services,88,176
60610,2025,restaurants_and_social_life,372,1116
60610,2025,uncategorized,207,0
60611,2000,auto_oriented,1,-3
60611,2000,community_and_entertainment,1,2
60611,2000,fresh_food_and_daily_needs,6,18
60611,2000,restaurants_and_social_life,3,9
60611,2000,uncategorized,39,0
60611,2001,auto_oriented,4,-12
60611,2001,community_and_entertainment,11,22
60611,2001,fresh_food_and_daily_needs,47,141
60611,2001,home_based_or_non_storefront,1,0
60611,2001,local_retail_and_commercial_services,3,3
60611,2001,personal_and_health_services,1,2
60611,2001,restaurants_and_social_life,55,165
60611,2001,uncategorized,170,0
60611,2002,auto_oriented,22,-66
60611,2002,community_and_entertainment,103,206
60611,2002,fresh_food_and_daily_needs,674,2022
60611,2002,home_based_or_non_storefront,54,0
60611,2002,industrial_or_logistics,5,-10
60611,2002,local_retail_and_commercial_services,32,32
60611,2002,personal_and_health_services,58,116
60611,2002,restaurants_and_social_life,808,2424
60611,2002,uncategorized,1132,0
60611,2003,auto_oriented,32,-96
60611,2003,community_and_entertainment,173,346
60611,2003,fresh_food_and_daily_needs,1158,3474
60611,2003,home_based_or_non_storefront,105,0
60611,2003,industrial_or_logistics,10,-20
60611,2003,local_retail_and_commercial_services,48,48
60611,2003,personal_and_health_services,115,230
60611,2003,restaurants_and_social_life,1220,3660
60611,2003,uncategorized,1940,0
60611,2004,auto_oriented,33,-99
60611,2004,community_and_entertainment,174,348
60611,2004,fresh_food_and_daily_needs,1141,3423
60611,2004,home_based_or_non_storefront,134,0
60611,2004,industrial_or_logistics,10,-20
60611,2004,local_retail_and_commercial_services,53,53
60611,2004,personal_and_health_services,123,246
60611,2004,restaurants_and_social_life,937,2811
60611,2004,uncategorized,1985,0
60611,2005,auto_oriented,39,-117
60611,2005,community_and_entertainment,178,356
60611,2005,fresh_food_and_daily_needs,1128,3384
60611,2005,home_based_or_non_storefront,151,0
60611,2005,industrial_or_logistics,12,-24
60611,2005,local_retail_and_commercial_services,57,57
60611,2005,personal_and_health_services,124,248
60611,2005,restaurants_and_social_life,961,2883
60611,2005,uncategorized,2169,0
60611,2006,auto_oriented,40,-120
60611,2006,community_and_entertainment,182,364
60611,2006,fresh_food_and_daily_needs,1137,3411
60611,2006,home_based_or_non_storefront,155,0
60611,2006,industrial_or_logistics,15,-30
60611,2006,local_retail_and_commercial_services,58,58
60611,2006,personal_and_health_services,121,242
60611,2006,restaurants_and_social_life,987,2961
60611,2006,uncategorized,2182,0
60611,2007,auto_oriented,45,-135
60611,2007,community_and_entertainment,170,340
60611,2007,fresh_food_and_daily_needs,1090,3270
60611,2007,home_based_or_non_storefront,159,0
60611,2007,industrial_or_logistics,15,-30
60611,2007,local_retail_and_commercial_services,55,55
60611,2007,personal_and_health_services,113,226
60611,2007,restaurants_and_social_life,952,2856
60611,2007,uncategorized,2158,0
60611,2008,auto_oriented,34,-102
60611,2008,community_and_entertainment,117,234
60611,2008,fresh_food_and_daily_needs,643,1929
60611,2008,home_based_or_non_storefront,115,0
60611,2008,industrial_or_logistics,10,-20
60611,2008,local_retail_and_commercial_services,33,33
60611,2008,personal_and_health_services,68,136
60611,2008,restaurants_and_social_life,565,1695
60611,2008,uncategorized,1538,0
60611,2009,auto_oriented,55,-165
60611,2009,community_and_entertainment,190,380
60611,2009,fresh_food_and_daily_needs,1027,3081
60611,2009,home_based_or_non_storefront,205,0
60611,2009,industrial_or_logistics,17,-34
60611,2009,local_retail_and_commercial_services,55,55
60611,2009,personal_and_health_services,114,228
60611,2009,restaurants_and_social_life,960,2880
60611,2009,uncategorized,2555,0
60611,2010,auto_oriented,34,-102
60611,2010,community_and_entertainment,118,236
60611,2010,fresh_food_and_daily_needs,632,1896
60611,2010,home_based_or_non_storefront,122,0
60611,2010,industrial_or_logistics,10,-20
60611,2010,local_retail_and_commercial_services,36,36
60611,2010,personal_and_health_services,67,134
60611,2010,restaurants_and_social_life,543,1629
60611,2010,uncategorized,1580,0
60611,2011,auto_oriented,133,-399
60611,2011,community_and_entertainment,185,370
60611,2011,fresh_food_and_daily_needs,974,2922
60611,2011,home_based_or_non_storefront,207,0
60611,2011,industrial_or_logistics,18,-36
60611,2011,local_retail_and_commercial_services,52,52
60611,2011,personal_and_health_services,113,226
60611,2011,restaurants_and_social_life,960,2880
60611,2011,uncategorized,2530,0
60611,2012,auto_oriented,234,-702
60611,2012,community_and_entertainment,124,248
60611,2012,fresh_food_and_daily_needs,681,2043
60611,2012,home_based_or_non_storefront,215,0
60611,2012,industrial_or_logistics,16,-32
60611,2012,local_retail_and_commercial_services,48,48
60611,2012,personal_and_health_services,104,208
60611,2012,restaurants_and_social_life,619,1857
60611,2012,uncategorized,1619,0
60611,2013,auto_oriented,238,-714
60611,2013,community_and_entertainment,75,150
60611,2013,fresh_food_and_daily_needs,1069,3207
60611,2013,home_based_or_non_storefront,131,0
60611,2013,industrial_or_logistics,16,-32
60611,2013,local_retail_and_commercial_services,191,191
60611,2013,personal_and_health_services,148,296
60611,2013,restaurants_and_social_life,974,2922
60611,2013,uncategorized,1817,0
60611,2014,auto_oriented,233,-699
60611,2014,community_and_entertainment,66,132
60611,2014,fresh_food_and_daily_needs,809,2427
60611,2014,home_based_or_non_storefront,80,0
60611,2014,industrial_or_logistics,9,-18
60611,2014,local_retail_and_commercial_services,289,289
60611,2014,personal_and_health_services,119,238
60611,2014,restaurants_and_social_life,666,1998
60611,2014,uncategorized,983,0
60611,2015,auto_oriented,257,-771
60611,2015,community_and_entertainment,78,156
60611,2015,fresh_food_and_daily_needs,1133,3399
60611,2015,home_based_or_non_storefront,96,0
60611,2015,industrial_or_logistics,15,-30
60611,2015,local_retail_and_commercial_services,426,426
60611,2015,personal_and_health_services,159,318
60611,2015,restaurants_and_social_life,992,2976
60611,2015,uncategorized,1274,0
60611,2016,auto_oriented,202,-606
60611,2016,community_and_entertainment,68,136
60611,2016,fresh_food_and_daily_needs,867,2601
60611,2016,home_based_or_non_storefront,65,0
60611,2016,industrial_or_logistics,8,-16
60611,2016,local_retail_and_commercial_services,369,369
60611,2016,personal_and_health_services,110,220
60611,2016,restaurants_and_social_life,708,2124
60611,2016,uncategorized,790,0
60611,2017,auto_oriented,232,-696
60611,2017,community_and_entertainment,72,144
60611,2017,fresh_food_and_daily_needs,1141,3423
60611,2017,home_based_or_non_storefront,100,0
60611,2017,industrial_or_logistics,13,-26
60611,2017,local_retail_and_commercial_services,473,473
60611,2017,personal_and_health_services,160,320
60611,2017,restaurants_and_social_life,977,2931
60611,2017,uncategorized,1006,0
60611,2018,auto_oriented,207,-621
60611,2018,community_and_entertainment,79,158
60611,2018,fresh_food_and_daily_needs,911,2733
60611,2018,home_based_or_non_storefront,96,0
60611,2018,industrial_or_logistics,7,-14
60611,2018,local_retail_and_commercial_services,376,376
60611,2018,personal_and_health_services,104,208
60611,2018,restaurants_and_social_life,773,2319
60611,2018,uncategorized,638,0
60611,2019,auto_oriented,214,-642
60611,2019,community_and_entertainment,84,168
60611,2019,fresh_food_and_daily_needs,1142,3426
60611,2019,home_based_or_non_storefront,97,0
60611,2019,industrial_or_logistics,11,-22
60611,2019,local_retail_and_commercial_services,498,498
