period_start_year,period_end_year,walkability_category,years_in_period,active_license_count,category_weight,aggregation_unit,year,land_area_sqmi,category_license_density_per_sqmi,category_weight_density_per_sqmi
2012,2013,personal_and_health_services,2,92.0,184.0,DUNNING,2012,,,
2012,2013,restaurants_and_social_life,2,90.0,270.0,DUNNING,2012,,,
2012,2013,uncategorized,2,325.5,0.0,DUNNING,2012,,,
2014,2015,auto_oriented,2,56.0,-168.0,DUNNING,2014,,,
2014,2015,community_and_entertainment,2,35.5,71.0,DUNNING,2014,,,
2014,2015,fresh_food_and_daily_needs,2,302.5,907.5,DUNNING,2014,,,
2014,2015,home_based_or_non_storefront,2,42.5,0.0,DUNNING,2014,,,
2014,2015,industrial_or_logistics,2,30.5,-61.0,DUNNING,2014,,,
2014,2015,local_retail_and_commercial_services,2,82.5,82.5,DUNNING,2014,,,
2014,2015,personal_and_health_services,2,95.0,190.0,DUNNING,2014,,,
2014,2015,restaurants_and_social_life,2,81.0,243.0,DUNNING,2014,,,
2014,2015,uncategorized,2,217.0,0.0,DUNNING,2014,,,
2016,2017,auto_oriented,2,57.0,-171.0,DUNNING,2016,,,
2016,2017,community_and_entertainment,2,32.5,65.0,DUNNING,2016,,,
2016,2017,fresh_food_and_daily_needs,2,312.5,937.5,DUNNING,2016,,,
2016,2017,home_based_or_non_storefront,2,38.0,0.0,DUNNING,2016,,,
2016,2017,industrial_or_logistics,2,31.0,-62.0,DUNNING,2016,,,
2016,2017,local_retail_and_commercial_services,2,86.5,86.5,DUNNING,2016,,,
2016,2017,personal_and_health_services,2,97.5,195.0,DUNNING,2016,,,
2016,2017,restaurants_and_social_life,2,79.5,238.5,DUNNING,2016,,,
2016,2017,uncategorized,2,189.5,0.0,DUNNING,2016,,,
2018,2019,auto_oriented,2,56.5,-169.5,DUNNING,2018,,,
2018,2019,community_and_entertainment,2,33.0,66.0,DUNNING,2018,,,
2018,2019,fresh_food_and_daily_needs,2,323.0,969.0,DUNNING,2018,,,
2018,2019,home_based_or_non_storefront,2,52.0,0.0,DUNNING,2018,,,
2018,2019,industrial_or_logistics,2,27.5,-55.0,DUNNING,2018,,,
2018,2019,local_retail_and_commercial_services,2,91.5,91.5,DUNNING,2018,,,
2018,2019,personal_and_health_services,2,93.5,187.0,DUNNING,2018,,,
2018,2019,restaurants_and_social_life,2,71.0,213.0,DUNNING,2018,,,
2018,2019,uncategorized,2,155.5,0.0,DUNNING,2018,,,
2020,2021,auto_oriented,2,56.5,-169.5,DUNNING,2020,,,
2020,2021,community_and_entertainment,2,35.5,71.0,DUNNING,2020,,,
2020,2021,fresh_food_and_daily_needs,2,355.0,1065.0,DUNNING,2020,,,
2020,2021,home_based_or_non_storefront,2,62.5,0.0,DUNNING,2020,,,
2020,2021,industrial_or_logistics,2,23.5,-47.0,DUNNING,2020,,,
2020,2021,local_retail_and_commercial_services,2,90.5,90.5,DUNNING,2020,,,
2020,2021,personal_and_health_services,2,100.5,201.0,DUNNING,2020,,,
2020,2021,restaurants_and_social_life,2,68.0,204.0,DUNNING,2020,,,
2020,2021,uncategorized,2,127.5,0.0,DUNNING,2020,,,
2022,2023,auto_oriented,2,50.5,-151.5,DUNNING,2022,,,
2022,2023,community_and_entertainment,2,37.0,74.0,DUNNING,2022,,,
2022,2023,fresh_food_and_daily_needs,2,335.0,1005.0,DUNNING,2022,,,
2022,2023,home_based_or_non_storefront,2,52.0,0.0,DUNNING,2022,,,
2022,2023,industrial_or_logistics,2,22.5,-45.0,DUNNING,2022,,,
2022,2023,local_retail_and_commercial_services,2,84.5,84.5,DUNNING,2022,,,
2022,2023,personal_and_health_services,2,93.5,187.0,DUNNING,2022,,,
2022,2023,restaurants_and_social_life,2,65.0,195.0,DUNNING,2022,,,
2022,2023,uncategorized,2,104.0,0.0,DUNNING,2022,,,
2024,2025,auto_oriented,2,49.0,-147.0,DUNNING,2024,,,
2024,2025,community_and_entertainment,2,32.5,65.0,DUNNING,2024,,,
2024,2025,fresh_food_and_daily_needs,2,325.0,975.0,DUNNING,2024,,,
2024,2025,home_based_or_non_storefront,2,49.0,0.0,DUNNING,2024,,,
2024,2025,industrial_or_logistics,2,22.0,-44.0,DUNNING,2024,,,
2024,2025,local_retail_and_commercial_services,2,71.5,71.5,DUNNING,2024,,,
2024,2025,personal_and_health_services,2,85.5,171.0,DUNNING,2024,,,
2024,2025,restaurants_and_social_life,2,68.0,204.0,DUNNING,2024,,,
2024,2025,uncategorized,2,96.0,0.0,DUNNING,2024,,,
2002,2003,auto_oriented,2,30.5,-91.5,EAST GARFIELD PARK,2002,,,
2002,2003,community_and_entertainment,2,8.5,17.0,EAST GARFIELD PARK,2002,,,
2002,2003,fresh_food_and_daily_needs,2,210.0,630.0,EAST GARFIELD PARK,2002,,,
2002,2003,home_based_or_non_storefront,2,23.5,0.0,EAST GARFIELD PARK,2002,,,
2002,2003,industrial_or_logistics,2,70.5,-141.0,EAST GARFIELD PARK,2002,,,
2002,2003,local_retail_and_commercial_services,2,17.0,17.0,EAST GARFIELD PARK,2002,,,
2002,2003,personal_and_health_services,2,23.5,47.0,EAST GARFIELD PARK,2002,,,
2002,2003,restaurants_and_social_life,2,36.0,108.0,EAST GARFIELD PARK,2002,,,
2002,2003,uncategorized,2,162.0,0.0,EAST GARFIELD PARK,2002,,,
2004,2005,auto_oriented,2,34.5,-103.5,EAST GARFIELD PARK,2004,,,
2004,2005,community_and_entertainment,2,11.5,23.0,EAST GARFIELD PARK,2004,,,
2004,2005,fresh_food_and_daily_needs,2,261.5,784.5,EAST GARFIELD PARK,2004,,,
2004,2005,home_based_or_non_storefront,2,30.0,0.0,EAST GARFIELD PARK,2004,,,
2004,2005,industrial_or_logistics,2,84.0,-168.0,EAST GARFIELD PARK,2004,,,
2004,2005,local_retail_and_commercial_services,2,23.5,23.5,EAST GARFIELD PARK,2004,,,
2004,2005,personal_and_health_services,2,24.5,49.0,EAST GARFIELD PARK,2004,,,
2004,2005,restaurants_and_social_life,2,28.0,84.0,EAST GARFIELD PARK,2004,,,
2004,2005,uncategorized,2,209.0,0.0,EAST GARFIELD PARK,2004,,,
2006,2007,auto_oriented,2,30.5,-91.5,EAST GARFIELD PARK,2006,,,
2006,2007,community_and_entertainment,2,16.5,33.0,EAST GARFIELD PARK,2006,,,
2006,2007,fresh_food_and_daily_needs,2,209.0,627.0,EAST GARFIELD PARK,2006,,,
2006,2007,home_based_or_non_storefront,2,42.5,0.0,EAST GARFIELD PARK,2006,,,
2006,2007,industrial_or_logistics,2,88.5,-177.0,EAST GARFIELD PARK,2006,,,
2006,2007,local_retail_and_commercial_services,2,27.5,27.5,EAST GARFIELD PARK,2006,,,
2006,2007,personal_and_health_services,2,32.5,65.0,EAST GARFIELD PARK,2006,,,
2006,2007,restaurants_and_social_life,2,20.5,61.5,EAST GARFIELD PARK,2006,,,
2006,2007,uncategorized,2,214.0,0.0,EAST GARFIELD PARK,2006,,,
2008,2009,auto_oriented,2,29.0,-87.0,EAST GARFIELD PARK,2008,,,
2008,2009,community_and_entertainment,2,13.5,27.0,EAST GARFIELD PARK,2008,,,
2008,2009,fresh_food_and_daily_needs,2,171.0,513.0,EAST GARFIELD PARK,2008,,,
2008,2009,home_based_or_non_storefront,2,31.0,0.0,EAST GARFIELD PARK,2008,,,
2008,2009,industrial_or_logistics,2,72.0,-144.0,EAST GARFIELD PARK,2008,,,
2008,2009,local_retail_and_commercial_services,2,19.0,19.0,EAST GARFIELD PARK,2008,,,
2008,2009,personal_and_health_services,2,26.5,53.0,EAST GARFIELD PARK,2008,,,
2008,2009,restaurants_and_social_life,2,16.5,49.5,EAST GARFIELD PARK,2008,,,
2008,2009,uncategorized,2,166.5,0.0,EAST GARFIELD PARK,2008,,,
2010,2011,auto_oriented,2,25.5,-76.5,EAST GARFIELD PARK,2010,,,
2010,2011,community_and_entertainment,2,12.5,25.0,EAST GARFIELD PARK,2010,,,
2010,2011,fresh_food_and_daily_needs,2,170.5,511.5,EAST GARFIELD PARK,2010,,,
2010,2011,home_based_or_non_storefront,2,30.5,0.0,EAST GARFIELD PARK,2010,,,
2010,2011,industrial_or_logistics,2,65.0,-130.0,EAST GARFIELD PARK,2010,,,
2010,2011,local_retail_and_commercial_services,2,14.0,14.0,EAST GARFIELD PARK,2010,,,
2010,2011,personal_and_health_services,2,27.5,55.0,EAST GARFIELD PARK,2010,,,
2010,2011,restaurants_and_social_life,2,18.0,54.0,EAST GARFIELD PARK,2010,,,
2010,2011,uncategorized,2,168.0,0.0,EAST GARFIELD PARK,2010,,,
2012,2013,auto_oriented,2,29.0,-87.0,EAST GARFIELD PARK,2012,,,
2012,2013,community_and_entertainment,2,13.5,27.0,EAST GARFIELD PARK,2012,,,
2012,2013,fresh_food_and_daily_needs,2,173.5,520.5,EAST GARFIELD PARK,2012,,,
2012,2013,home_based_or_non_storefront,2,28.0,0.0,EAST GARFIELD PARK,2012,,,
2012,2013,industrial_or_logistics,2,60.0,-120.0,EAST GARFIELD PARK,2012,,,
2012,2013,local_retail_and_commercial_services,2,19.5,19.5,EAST GARFIELD PARK,2012,,,
2012,2013,personal_and_health_services,2,35.5,71.0,EAST GARFIELD PARK,2012,,,
2012,2013,restaurants_and_social_life,2,17.0,51.0,EAST GARFIELD PARK,2012,,,
2012,2013,uncategorized,2,122.0,0.0,EAST GARFIELD PARK,2012,,,
2014,2015,auto_oriented,2,21.5,-64.5,EAST GARFIELD PARK,2014,,,
2014,2015,community_and_entertainment,2,11.0,22.0,EAST GARFIELD PARK,2014,,,
2014,2015,fresh_food_and_daily_needs,2,153.5,460.5,EAST GARFIELD PARK,2014,,,
2014,2015,home_based_or_non_storefront,2,16.0,0.0,EAST GARFIELD PARK,2014,,,
2014,2015,industrial_or_logistics,2,50.5,-101.0,EAST GARFIELD PARK,2014,,,
2014,2015,local_retail_and_commercial_services,2,34.0,34.0,EAST GARFIELD PARK,2014,,,
2014,2015,personal_and_health_services,2,35.5,71.0,EAST GARFIELD PARK,2014,,,
2014,2015,restaurants_and_social_life,2,18.5,55.5,EAST GARFIELD PARK,2014,,,
2014,2015,uncategorized,2,71.5,0.0,EAST GARFIELD PARK,2014,,,
2016,2017,auto_oriented,2,21.5,-64.5,EAST GARFIELD PARK,2016,,,
2016,2017,community_and_entertainment,2,12.5,25.0,EAST GARFIELD PARK,2016,,,
2016,2017,fresh_food_and_daily_needs,2,145.0,435.0,EAST GARFIELD PARK,2016,,,
2016,2017,home_based_or_non_storefront,2,18.5,0.0,EAST GARFIELD PARK,2016,,,
2016,2017,industrial_or_logistics,2,48.0,-96.0,EAST GARFIELD PARK,2016,,,
2016,2017,local_retail_and_commercial_services,2,42.0,42.0,EAST GARFIELD PARK,2016,,,
2016,2017,personal_and_health_services,2,38.5,77.0,EAST GARFIELD PARK,2016,,,
2016,2017,restaurants_and_social_life,2,15.0,45.0,EAST GARFIELD PARK,2016,,,
2016,2017,uncategorized,2,59.5,0.0,EAST GARFIELD PARK,2016,,,
2018,2019,auto_oriented,2,21.0,-63.0,EAST GARFIELD PARK,2018,,,
2018,2019,community_and_entertainment,2,16.0,32.0,EAST GARFIELD PARK,2018,,,
2018,2019,fresh_food_and_daily_needs,2,139.5,418.5,EAST GARFIELD PARK,2018,,,
2018,2019,home_based_or_non_storefront,2,31.0,0.0,EAST GARFIELD PARK,2018,,,
2018,2019,industrial_or_logistics,2,43.5,-87.0,EAST GARFIELD PARK,2018,,,
2018,2019,local_retail_and_commercial_services,2,38.5,38.5,EAST GARFIELD PARK,2018,,,
2018,2019,personal_and_health_services,2,37.0,74.0,EAST GARFIELD PARK,2018,,,
2018,2019,restaurants_and_social_life,2,8.5,25.5,EAST GARFIELD PARK,2018,,,
2018,2019,uncategorized,2,50.0,0.0,EAST GARFIELD PARK,2018,,,
2020,2021,auto_oriented,2,20.0,-60.0,EAST GARFIELD PARK,2020,,,
2020,2021,community_and_entertainment,2,22.5,45.0,EAST GARFIELD PARK,2020,,,
2020,2021,fresh_food_and_daily_needs,2,134.5,403.5,EAST GARFIELD PARK,2020,,,
2020,2021,home_based_or_non_storefront,2,48.0,0.0,EAST GARFIELD PARK,2020,,,
2020,2021,industrial_or_logistics,2,45.0,-90.0,EAST GARFIELD PARK,2020,,,
2020,2021,local_retail_and_commercial_services,2,40.0,40.0,EAST GARFIELD PARK,2020,,,
2020,2021,personal_and_health_services,2,35.5,71.0,EAST GARFIELD PARK,2020,,,
2020,2021,restaurants_and_social_life,2,13.0,39.0,EAST GARFIELD PARK,2020,,,
2020,2021,uncategorized,2,58.5,0.0,EAST GARFIELD PARK,2020,,,
2022,2023,auto_oriented,2,19.0,-57.0,EAST GARFIELD PARK,2022,,,
2022,2023,community_and_entertainment,2,30.5,61.0,EAST GARFIELD PARK,2022,,,
2022,2023,fresh_food_and_daily_needs,2,126.0,378.0,EAST GARFIELD PARK,2022,,,
2022,2023,home_based_or_non_storefront,2,43.0,0.0,EAST GARFIELD PARK,2022,,,
2022,2023,industrial_or_logistics,2,39.0,-78.0,EAST GARFIELD PARK,2022,,,
2022,2023,local_retail_and_commercial_services,2,33.0,33.0,EAST GARFIELD PARK,2022,,,
2022,2023,personal_and_health_services,2,30.0,60.0,EAST GARFIELD PARK,2022,,,
2022,2023,restaurants_and_social_life,2,20.5,61.5,EAST GARFIELD PARK,2022,,,
2022,2023,uncategorized,2,76.5,0.0,EAST GARFIELD PARK,2022,,,
2024,2025,auto_oriented,2,15.5,-46.5,EAST GARFIELD PARK,2024,,,
2024,2025,community_and_entertainment,2,30.5,61.0,EAST GARFIELD PARK,2024,,,
2024,2025,fresh_food_and_daily_needs,2,143.0,429.0,EAST GARFIELD PARK,2024,,,
2024,2025,home_based_or_non_storefront,2,29.0,0.0,EAST GARFIELD PARK,2024,,,
2024,2025,industrial_or_logistics,2,30.5,-61.0,EAST GARFIELD PARK,2024,,,
2024,2025,local_retail_and_commercial_services,2,32.0,32.0,EAST GARFIELD PARK,2024,,,
2024,2025,personal_and_health_services,2,27.5,55.0,EAST GARFIELD PARK,2024,,,
2024,2025,restaurants_and_social_life,2,26.5,79.5,EAST GARFIELD PARK,2024,,,
2024,2025,uncategorized,2,73.5,0.0,EAST GARFIELD PARK,2024,,,
2002,2003,auto_oriented,2,44.5,-133.5,EAST SIDE,2002,,,
2002,2003,community_and_entertainment,2,13.0,26.0,EAST SIDE,2002,,,
2002,2003,fresh_food_and_daily_needs,2,130.5,391.5,EAST SIDE,2002,,,
2002,2003,home_based_or_non_storefront,2,28.0,0.0,EAST SIDE,2002,,,
2002,2003,industrial_or_logistics,2,18.0,-36.0,EAST SIDE,2002,,,
2002,2003,local_retail_and_commercial_services,2,36.0,36.0,EAST SIDE,2002,,,
2002,2003,personal_and_health_services,2,23.0,46.0,EAST SIDE,2002,,,
2002,2003,restaurants_and_social_life,2,61.5,184.5,EAST SIDE,2002,,,
2002,2003,uncategorized,2,162.0,0.0,EAST SIDE,2002,,,
2004,2005,auto_oriented,2,57.0,-171.0,EAST SIDE,2004,,,
2004,2005,community_and_entertainment,2,13.5,27.0,EAST SIDE,2004,,,
2004,2005,fresh_food_and_daily_needs,2,164.0,492.0,EAST SIDE,2004,,,
2004,2005,home_based_or_non_storefront,2,44.5,0.0,EAST SIDE,2004,,,
2004,2005,industrial_or_logistics,2,27.5,-55.0,EAST SIDE,2004,,,
2004,2005,local_retail_and_commercial_services,2,49.0,49.0,EAST SIDE,2004,,,
2004,2005,personal_and_health_services,2,24.5,49.0,EAST SIDE,2004,,,
2004,2005,restaurants_and_social_life,2,46.5,139.5,EAST SIDE,2004,,,
2004,2005,uncategorized,2,197.5,0.0,EAST SIDE,2004,,,
2006,2007,auto_oriented,2,65.0,-195.0,EAST SIDE,2006,,,
2006,2007,community_and_entertainment,2,14.0,28.0,EAST SIDE,2006,,,
2006,2007,fresh_food_and_daily_needs,2,163.0,489.0,EAST SIDE,2006,,,
2006,2007,home_based_or_non_storefront,2,38.0,0.0,EAST SIDE,2006,,,
2006,2007,industrial_or_logistics,2,30.0,-60.0,EAST SIDE,2006,,,
2006,2007,local_retail_and_commercial_services,2,53.0,53.0,EAST SIDE,2006,,,
2006,2007,personal_and_health_services,2,12.0,24.0,EAST SIDE,2006,,,
2006,2007,restaurants_and_social_life,2,40.0,120.0,EAST SIDE,2006,,,
2006,2007,uncategorized,2,213.5,0.0,EAST SIDE,2006,,,
2008,2009,auto_oriented,2,47.0,-141.0,EAST SIDE,2008,,,
2008,2009,community_and_entertainment,2,12.5,25.0,EAST SIDE,2008,,,
2008,2009,fresh_food_and_daily_needs,2,118.0,354.0,EAST SIDE,2008,,,
2008,2009,home_based_or_non_storefront,2,27.5,0.0,EAST SIDE,2008,,,
2008,2009,industrial_or_logistics,2,23.0,-46.0,EAST SIDE,2008,,,
2008,2009,local_retail_and_commercial_services,2,40.5,40.5,EAST SIDE,2008,,,
2008,2009,personal_and_health_services,2,10.0,20.0,EAST SIDE,2008,,,
2008,2009,restaurants_and_social_life,2,28.0,84.0,EAST SIDE,2008,,,
2008,2009,uncategorized,2,172.0,0.0,EAST SIDE,2008,,,
2010,2011,auto_oriented,2,48.0,-144.0,EAST SIDE,2010,,,
2010,2011,community_and_entertainment,2,15.5,31.0,EAST SIDE,2010,,,
2010,2011,fresh_food_and_daily_needs,2,116.0,348.0,EAST SIDE,2010,,,
2010,2011,home_based_or_non_storefront,2,27.0,0.0,EAST SIDE,2010,,,
2010,2011,industrial_or_logistics,2,24.5,-49.0,EAST SIDE,2010,,,
2010,2011,local_retail_and_commercial_services,2,38.5,38.5,EAST SIDE,2010,,,
2010,2011,personal_and_health_services,2,10.5,21.0,EAST SIDE,2010,,,
2010,2011,restaurants_and_social_life,2,28.0,84.0,EAST SIDE,2010,,,
2010,2011,uncategorized,2,171.0,0.0,EAST SIDE,2010,,,
2012,2013,auto_oriented,2,52.0,-156.0,EAST SIDE,2012,,,
2012,2013,community_and_entertainment,2,15.0,30.0,EAST SIDE,2012,,,
2012,2013,fresh_food_and_daily_needs,2,130.5,391.5,EAST SIDE,2012,,,
2012,2013,home_based_or_non_storefront,2,33.0,0.0,EAST SIDE,2012,,,
2012,2013,industrial_or_logistics,2,26.5,-53.0,EAST SIDE,2012,,,
2012,2013,local_retail_and_commercial_services,2,31.5,31.5,EAST SIDE,2012,,,
2012,2013,personal_and_health_services,2,27.5,55.0,EAST SIDE,2012,,,
2012,2013,restaurants_and_social_life,2,27.0,81.0,EAST SIDE,2012,,,
2012,2013,uncategorized,2,150.5,0.0,EAST SIDE,2012,,,
2014,2015,auto_oriented,2,33.5,-100.5,EAST SIDE,2014,,,
2014,2015,community_and_entertainment,2,11.5,23.0,EAST SIDE,2014,,,
2014,2015,fresh_food_and_daily_needs,2,130.5,391.5,EAST SIDE,2014,,,
2014,2015,home_based_or_non_storefront,2,24.0,0.0,EAST SIDE,2014,,,
2014,2015,industrial_or_logistics,2,18.5,-37.0,EAST SIDE,2014,,,
2014,2015,local_retail_and_commercial_services,2,35.5,35.5,EAST SIDE,2014,,,
2014,2015,personal_and_health_services,2,33.0,66.0,EAST SIDE,2014,,,
2014,2015,restaurants_and_social_life,2,28.0,84.0,EAST SIDE,2014,,,
2014,2015,uncategorized,2,90.5,0.0,EAST SIDE,2014,,,
2016,2017,auto_oriented,2,33.5,-100.5,EAST SIDE,2016,,,
2016,2017,community_and_entertainment,2,11.5,23.0,EAST SIDE,2016,,,
2016,2017,fresh_food_and_daily_needs,2,117.0,351.0,EAST SIDE,2016,,,
2016,2017,home_based_or_non_storefront,2,22.0,0.0,EAST SIDE,2016,,,
2016,2017,industrial_or_logistics,2,16.0,-32.0,EAST SIDE,2016,,,
2016,2017,local_retail_and_commercial_services,2,37.0,37.0,EAST SIDE,2016,,,
2016,2017,personal_and_health_services,2,30.5,61.0,EAST SIDE,2016,,,
2016,2017,restaurants_and_social_life,2,25.5,76.5,EAST SIDE,2016,,,
2016,2017,uncategorized,2,74.5,0.0,EAST SIDE,2016,,,
2018,2019,auto_oriented,2,33.0,-99.0,EAST SIDE,2018,,,
2018,2019,community_and_entertainment,2,13.5,27.0,EAST SIDE,2018,,,
2018,2019,fresh_food_and_daily_needs,2,116.5,349.5,EAST SIDE,2018,,,
2018,2019,home_based_or_non_storefront,2,21.0,0.0,EAST SIDE,2018,,,
2018,2019,industrial_or_logistics,2,15.0,-30.0,EAST SIDE,2018,,,
2018,2019,local_retail_and_commercial_services,2,35.5,35.5,EAST SIDE,2018,,,
2018,2019,personal_and_health_services,2,33.5,67.0,EAST SIDE,2018,,,
2018,2019,restaurants_and_social_life,2,32.5,97.5,EAST SIDE,2018,,,
2018,2019,uncategorized,2,70.0,0.0,EAST SIDE,2018,,,
2020,2021,auto_oriented,2,33.0,-99.0,EAST SIDE,2020,,,
2020,2021,community_and_entertainment,2,17.5,35.0,EAST SIDE,2020,,,
2020,2021,fresh_food_and_daily_needs,2,115.0,345.0,EAST SIDE,2020,,,
2020,2021,home_based_or_non_storefront,2,23.5,0.0,EAST SIDE,2020,,,
2020,2021,industrial_or_logistics,2,14.5,-29.0,EAST SIDE,2020,,,
2020,2021,local_retail_and_commercial_services,2,31.5,31.5,EAST SIDE,2020,,,
2020,2021,personal_and_health_services,2,34.5,69.0,EAST SIDE,2020,,,
2020,2021,restaurants_and_social_life,2,24.5,73.5,EAST SIDE,2020,,,
2020,2021,uncategorized,2,59.5,0.0,EAST SIDE,2020,,,
2022,2023,auto_oriented,2,31.5,-94.5,EAST SIDE,2022,,,
2022,2023,community_and_entertainment,2,15.5,31.0,EAST SIDE,2022,,,
2022,2023,fresh_food_and_daily_needs,2,114.0,342.0,EAST SIDE,2022,,,
2022,2023,home_based_or_non_storefront,2,30.5,0.0,EAST SIDE,2022,,,
2022,2023,industrial_or_logistics,2,14.0,-28.0,EAST SIDE,2022,,,
2022,2023,local_retail_and_commercial_services,2,35.0,35.0,EAST SIDE,2022,,,
2022,2023,personal_and_health_services,2,34.0,68.0,EAST SIDE,2022,,,
2022,2023,restaurants_and_social_life,2,18.0,54.0,EAST SIDE,2022,,,
2022,2023,uncategorized,2,50.5,0.0,EAST SIDE,2022,,,
2024,2025,auto_oriented,2,30.0,-90.0,EAST SIDE,2024,,,
2024,2025,community_and_entertainment,2,16.0,32.0,EAST SIDE,2024,,,
2024,2025,fresh_food_and_daily_needs,2,109.0,327.0,EAST SIDE,2024,,,
2024,2025,home_based_or_non_storefront,2,30.0,0.0,EAST SIDE,2024,,,
2024,2025,industrial_or_logistics,2,15.0,-30.0,EAST SIDE,2024,,,
2024,2025,local_retail_and_commercial_services,2,31.5,31.5,EAST SIDE,2024,,,
2024,2025,personal_and_health_services,2,35.0,70.0,EAST SIDE,2024,,,
2024,2025,restaurants_and_social_life,2,20.5,61.5,EAST SIDE,2024,,,
2024,2025,uncategorized,2,48.0,0.0,EAST SIDE,2024,,,
2002,2003,auto_oriented,2,127.0,-381.0,EDGEWATER,2002,,,
2002,2003,community_and_entertainment,2,100.0,200.0,EDGEWATER,2002,,,
2002,2003,fresh_food_and_daily_needs,2,571.5,1714.5,EDGEWATER,2002,,,
2002,2003,home_based_or_non_storefront,2,141.0,0.0,EDGEWATER,2002,,,
2002,2003,industrial_or_logistics,2,19.0,-38.0,EDGEWATER,2002,,,
2002,2003,local_retail_and_commercial_services,2,157.5,157.5,EDGEWATER,2002,,,
2002,2003,personal_and_health_services,2,173.5,347.0,EDGEWATER,2002,,,
2002,2003,restaurants_and_social_life,2,195.5,586.5,EDGEWATER,2002,,,
2002,2003,uncategorized,2,436.0,0.0,EDGEWATER,2002,,,
2004,2005,auto_oriented,2,165.5,-496.5,EDGEWATER,2004,,,
2004,2005,community_and_entertainment,2,131.0,262.0,EDGEWATER,2004,,,
2004,2005,fresh_food_and_daily_needs,2,721.5,2164.5,EDGEWATER,2004,,,
2004,2005,home_based_or_non_storefront,2,169.5,0.0,EDGEWATER,2004,,,
2004,2005,industrial_or_logistics,2,27.0,-54.0,EDGEWATER,2004,,,
2004,2005,local_retail_and_commercial_services,2,198.5,198.5,EDGEWATER,2004,,,
2004,2005,personal_and_health_services,2,216.0,432.0,EDGEWATER,2004,,,
2004,2005,restaurants_and_social_life,2,186.5,559.5,EDGEWATER,2004,,,
2004,2005,uncategorized,2,565.5,0.0,EDGEWATER,2004,,,
2006,2007,auto_oriented,2,145.0,-435.0,EDGEWATER,2006,,,
2006,2007,community_and_entertainment,2,130.0,260.0,EDGEWATER,2006,,,
2006,2007,fresh_food_and_daily_needs,2,684.0,2052.0,EDGEWATER,2006,,,
2006,2007,home_based_or_non_storefront,2,188.5,0.0,EDGEWATER,2006,,,
2006,2007,industrial_or_logistics,2,29.0,-58.0,EDGEWATER,2006,,,
2006,2007,local_retail_and_commercial_services,2,182.0,182.0,EDGEWATER,2006,,,
2006,2007,personal_and_health_services,2,117.0,234.0,EDGEWATER,2006,,,
2006,2007,restaurants_and_social_life,2,200.5,601.5,EDGEWATER,2006,,,
2006,2007,uncategorized,2,571.5,0.0,EDGEWATER,2006,,,
2008,2009,auto_oriented,2,108.5,-325.5,EDGEWATER,2008,,,
2008,2009,community_and_entertainment,2,92.0,184.0,EDGEWATER,2008,,,
2008,2009,fresh_food_and_daily_needs,2,527.5,1582.5,EDGEWATER,2008,,,
2008,2009,home_based_or_non_storefront,2,151.5,0.0,EDGEWATER,2008,,,
2008,2009,industrial_or_logistics,2,20.5,-41.0,EDGEWATER,2008,,,
2008,2009,local_retail_and_commercial_services,2,123.0,123.0,EDGEWATER,2008,,,
2008,2009,personal_and_health_services,2,105.5,211.0,EDGEWATER,2008,,,
2008,2009,restaurants_and_social_life,2,176.0,528.0,EDGEWATER,2008,,,
2008,2009,uncategorized,2,456.5,0.0,EDGEWATER,2008,,,
2010,2011,auto_oriented,2,104.0,-312.0,EDGEWATER,2010,,,
2010,2011,community_and_entertainment,2,98.5,197.0,EDGEWATER,2010,,,
2010,2011,fresh_food_and_daily_needs,2,520.5,1561.5,EDGEWATER,2010,,,
2010,2011,home_based_or_non_storefront,2,134.5,0.0,EDGEWATER,2010,,,
2010,2011,industrial_or_logistics,2,22.5,-45.0,EDGEWATER,2010,,,
2010,2011,local_retail_and_commercial_services,2,117.5,117.5,EDGEWATER,2010,,,
2010,2011,personal_and_health_services,2,107.0,214.0,EDGEWATER,2010,,,
2010,2011,restaurants_and_social_life,2,179.5,538.5,EDGEWATER,2010,,,
2010,2011,uncategorized,2,437.0,0.0,EDGEWATER,2010,,,
2012,2013,auto_oriented,2,111.5,-334.5,EDGEWATER,2012,,,
2012,2013,community_and_entertainment,2,101.5,203.0,EDGEWATER,2012,,,
2012,2013,fresh_food_and_daily_needs,2,543.5,1630.5,EDGEWATER,2012,,,
2012,2013,home_based_or_non_storefront,2,172.0,0.0,EDGEWATER,2012,,,
2012,2013,industrial_or_logistics,2,22.0,-44.0,EDGEWATER,2012,,,
2012,2013,local_retail_and_commercial_services,2,107.5,107.5,EDGEWATER,2012,,,
2012,2013,personal_and_health_services,2,116.0,232.0,EDGEWATER,2012,,,
2012,2013,restaurants_and_social_life,2,213.5,640.5,EDGEWATER,2012,,,
2012,2013,uncategorized,2,346.0,0.0,EDGEWATER,2012,,,
2014,2015,auto_oriented,2,73.5,-220.5,EDGEWATER,2014,,,
2014,2015,community_and_entertainment,2,88.0,176.0,EDGEWATER,2014,,,
2014,2015,fresh_food_and_daily_needs,2,556.0,1668.0,EDGEWATER,2014,,,
2014,2015,home_based_or_non_storefront,2,110.5,0.0,EDGEWATER,2014,,,
2014,2015,industrial_or_logistics,2,16.5,-33.0,EDGEWATER,2014,,,
2014,2015,local_retail_and_commercial_services,2,107.5,107.5,EDGEWATER,2014,,,
2014,2015,personal_and_health_services,2,121.0,242.0,EDGEWATER,2014,,,
